Corpus	InfMorpho	FreqCount	WDNoSLE	TypeCont	PhonEnd	OrthCont	Unit	TotalFreq	UnitFreq	UnitProb
ManG2	All Words	Token	SUB	G1	e	é	es	3879.61	385.66	0.09940705
ManG2	Uninflected	Type	ALL	G1	e	é	#	409	341	0.83374083
ManG2	Uninflected	Type	ALL	G1	e	é	e	409	68	0.16625917
ManG2	Uninflected	Type	SUB	G1	e	é	e	68	68	1
ManG2	Uninflected	Token	ALL	G1	e	é	#	6598.33	4742.74	0.71877802
ManG2	Uninflected	Token	ALL	G1	e	é	e	6598.33	1855.6	0.28122198
ManG2	Uninflected	Token	SUB	G1	e	é	e	1855.6	1855.6	1
ManG2	Inflected	Type	ALL	G1	e	é	#	1393	552	0.39626705
ManG2	Inflected	Type	ALL	G1	e	é	e	1393	351	0.25197416
ManG2	Inflected	Type	ALL	G1	e	é	s	1393	307	0.22038765
ManG2	Inflected	Type	ALL	G1	e	é	es	1393	183	0.13137114
ManG2	Inflected	Type	SUB	G1	e	é	e	841	351	0.41736029
ManG2	Inflected	Type	SUB	G1	e	é	s	841	307	0.36504162
ManG2	Inflected	Type	SUB	G1	e	é	es	841	183	0.2175981
ManG2	Inflected	Token	ALL	G1	e	é	#	8532.02	5990.95	0.70217316
ManG2	Inflected	Token	ALL	G1	e	é	e	8532.02	1281.1	0.15015211
ManG2	Inflected	Token	ALL	G1	e	é	s	8532.02	874.3	0.10247315
ManG2	Inflected	Token	ALL	G1	e	é	es	8532.02	385.66	0.04520158
ManG2	Inflected	Token	SUB	G1	e	é	e	2541.06	1281.1	0.50415909
ManG2	Inflected	Token	SUB	G1	e	é	s	2541.06	874.3	0.34406955
ManG2	Inflected	Token	SUB	G1	e	é	es	2541.06	385.66	0.15177136
ManG35	All Words	Type	ALL	G1	e	é	#	4564	1872	0.41016652
ManG35	All Words	Type	ALL	G1	e	é	e	4564	1043	0.22852761
ManG35	All Words	Type	ALL	G1	e	é	s	4564	995	0.21801052
ManG35	All Words	Type	ALL	G1	e	é	es	4564	653	0.14307625
ManG35	All Words	Type	ALL	G1	e	é	ent	4564	1	0.00021911
ManG35	All Words	Type	SUB	G1	e	é	e	2692	1043	0.38744428
ManG35	All Words	Type	SUB	G1	e	é	s	2692	995	0.36961367
ManG35	All Words	Type	SUB	G1	e	é	es	2692	653	0.24257058
ManG35	All Words	Type	SUB	G1	e	é	ent	2692	1	0.00037147
ManG35	All Words	Token	ALL	G1	e	é	#	16332.63	10550.81	0.64599581
ManG35	All Words	Token	ALL	G1	e	é	e	16332.63	3254.09	0.19923887
ManG35	All Words	Token	ALL	G1	e	é	s	16332.63	1733.16	0.10611627
ManG35	All Words	Token	ALL	G1	e	é	es	16332.63	793.58	0.04858847
ManG35	All Words	Token	ALL	G1	e	é	ent	16332.63	0.99	0.00006058
ManG35	All Words	Token	SUB	G1	e	é	e	5781.82	3254.09	0.56281501
ManG35	All Words	Token	SUB	G1	e	é	s	5781.82	1733.16	0.29975992
ManG35	All Words	Token	SUB	G1	e	é	es	5781.82	793.58	0.13725394
ManG35	All Words	Token	SUB	G1	e	é	ent	5781.82	0.99	0.00017113
ManG35	Uninflected	Type	ALL	G1	e	é	#	1123	978	0.87088157
ManG35	Uninflected	Type	ALL	G1	e	é	e	1123	145	0.12911843
ManG35	Uninflected	Type	SUB	G1	e	é	e	145	145	1
ManG35	Uninflected	Token	ALL	G1	e	é	#	10169.41	8046.66	0.79126051
ManG35	Uninflected	Token	ALL	G1	e	é	e	10169.41	2122.76	0.20873949
ManG35	Uninflected	Token	SUB	G1	e	é	e	2122.76	2122.76	1
ManG35	Inflected	Type	ALL	G1	e	é	#	3934	1326	0.33706151
ManG35	Inflected	Type	ALL	G1	e	é	s	3934	995	0.25292323
ManG35	Inflected	Type	ALL	G1	e	é	e	3934	959	0.24377224
ManG35	Inflected	Type	ALL	G1	e	é	es	3934	653	0.16598882
ManG35	Inflected	Type	ALL	G1	e	é	ent	3934	1	0.00025419
ManG35	Inflected	Type	SUB	G1	e	é	s	2608	995	0.3815184
ManG35	Inflected	Type	SUB	G1	e	é	e	2608	959	0.36771472
ManG35	Inflected	Type	SUB	G1	e	é	es	2608	653	0.25038344
ManG35	Inflected	Type	SUB	G1	e	é	ent	2608	1	0.00038344
ManG35	Inflected	Token	ALL	G1	e	é	#	12724.7	8062.61	0.6336189
ManG35	Inflected	Token	ALL	G1	e	é	e	12724.7	2134.37	0.16773411
ManG35	Inflected	Token	ALL	G1	e	é	s	12724.7	1733.16	0.13620414
ManG35	Inflected	Token	ALL	G1	e	é	es	12724.7	793.58	0.06236509
ManG35	Inflected	Token	ALL	G1	e	é	ent	12724.7	0.99	0.00007776
ManG35	Inflected	Token	SUB	G1	e	é	e	4662.09	2134.37	0.45781321
ManG35	Inflected	Token	SUB	G1	e	é	s	4662.09	1733.16	0.37175537
ManG35	Inflected	Token	SUB	G1	e	é	es	4662.09	793.58	0.17021918
ManG35	Inflected	Token	SUB	G1	e	é	ent	4662.09	0.99	0.00021223
Lexique	All Words	Type	ALL	G1	e	è	s	21	20	0.95238095
Lexique	All Words	Type	ALL	G1	e	è	#	21	1	0.04761905
Lexique	All Words	Type	SUB	G1	e	è	s	20	20	1
Lexique	All Words	Token	ALL	G1	e	è	s	3109.45	3109.38	0.99997749
Lexique	All Words	Token	ALL	G1	e	è	#	3109.45	0.07	0.00002251
Lexique	All Words	Token	SUB	G1	e	è	s	3109.38	3109.38	1
Lexique	Uninflected	Type	ALL	G1	e	è	s	21	20	0.95238095
Lexique	Uninflected	Type	ALL	G1	e	è	#	21	1	0.04761905
Lexique	Uninflected	Type	SUB	G1	e	è	s	20	20	1
Lexique	Uninflected	Token	ALL	G1	e	è	s	3109.45	3109.38	0.99997749
Lexique	Uninflected	Token	ALL	G1	e	è	#	3109.45	0.07	0.00002251
Lexique	Uninflected	Token	SUB	G1	e	è	s	3109.38	3109.38	1
ManG15	All Words	Type	ALL	G1	e	è	s	18	18	1
ManG15	All Words	Type	SUB	G1	e	è	s	18	18	1
ManG15	All Words	Token	ALL	G1	e	è	s	3259.27	3259.27	1
ManG15	All Words	Token	SUB	G1	e	è	s	3259.27	3259.27	1
ManG15	Uninflected	Type	ALL	G1	e	è	s	18	18	1
ManG15	Uninflected	Type	SUB	G1	e	è	s	18	18	1
ManG15	Uninflected	Token	ALL	G1	e	è	s	3259.27	3259.27	1
ManG15	Uninflected	Token	SUB	G1	e	è	s	3259.27	3259.27	1
ManG1	All Words	Type	ALL	G1	e	è	s	9	9	1
ManG1	All Words	Type	SUB	G1	e	è	s	9	9	1
ManG1	All Words	Token	ALL	G1	e	è	s	3289.63	3289.63	1
ManG1	All Words	Token	SUB	G1	e	è	s	3289.63	3289.63	1
ManG1	Uninflected	Type	ALL	G1	e	è	s	9	9	1
ManG1	Uninflected	Type	SUB	G1	e	è	s	9	9	1
ManG1	Uninflected	Token	ALL	G1	e	è	s	3289.63	3289.63	1
ManG1	Uninflected	Token	SUB	G1	e	è	s	3289.63	3289.63	1
ManG2	All Words	Type	ALL	G1	e	è	s	11	11	1
ManG2	All Words	Type	SUB	G1	e	è	s	11	11	1
ManG2	All Words	Token	ALL	G1	e	è	s	3349.31	3349.31	1
ManG2	All Words	Token	SUB	G1	e	è	s	3349.31	3349.31	1
ManG2	Uninflected	Type	ALL	G1	e	è	s	11	11	1
ManG2	Uninflected	Type	SUB	G1	e	è	s	11	11	1
ManG2	Uninflected	Token	ALL	G1	e	è	s	3349.31	3349.31	1
ManG2	Uninflected	Token	SUB	G1	e	è	s	3349.31	3349.31	1
ManG35	All Words	Type	ALL	G1	e	è	s	18	18	1
ManG35	All Words	Type	SUB	G1	e	è	s	18	18	1
ManG35	All Words	Token	ALL	G1	e	è	s	3314.67	3314.67	1
ManG35	All Words	Token	SUB	G1	e	è	s	3314.67	3314.67	1
ManG35	Uninflected	Type	ALL	G1	e	è	s	18	18	1
ManG35	Uninflected	Type	SUB	G1	e	è	s	18	18	1
ManG35	Uninflected	Token	ALL	G1	e	è	s	3314.67	3314.67	1
ManG35	Uninflected	Token	SUB	G1	e	è	s	3314.67	3314.67	1
Lexique	All Words	Type	ALL	G1	e	ê	t	28	16	0.57142857
Lexique	All Words	Type	ALL	G1	e	ê	ts	28	12	0.42857143
Lexique	All Words	Type	SUB	G1	e	ê	t	28	16	0.57142857
Lexique	All Words	Type	SUB	G1	e	ê	ts	28	12	0.42857143
Lexique	All Words	Token	ALL	G1	e	ê	t	370.21	286.7	0.77442533
Lexique	All Words	Token	ALL	G1	e	ê	ts	370.21	83.51	0.22557467
Lexique	All Words	Token	SUB	G1	e	ê	t	370.21	286.7	0.77442533
Lexique	All Words	Token	SUB	G1	e	ê	ts	370.21	83.51	0.22557467
Lexique	Uninflected	Type	ALL	G1	e	ê	t	13	13	1
Lexique	Uninflected	Type	SUB	G1	e	ê	t	13	13	1
Lexique	Uninflected	Token	ALL	G1	e	ê	t	284.27	284.27	1
Lexique	Uninflected	Token	SUB	G1	e	ê	t	284.27	284.27	1
Lexique	Inflected	Type	ALL	G1	e	ê	ts	15	12	0.8
Lexique	Inflected	Type	ALL	G1	e	ê	t	15	3	0.2
Lexique	Inflected	Type	SUB	G1	e	ê	ts	15	12	0.8
Lexique	Inflected	Type	SUB	G1	e	ê	t	15	3	0.2
Lexique	Inflected	Token	ALL	G1	e	ê	ts	85.94	83.51	0.97172446
Lexique	Inflected	Token	ALL	G1	e	ê	t	85.94	2.43	0.02827554
Lexique	Inflected	Token	SUB	G1	e	ê	ts	85.94	83.51	0.97172446
Lexique	Inflected	Token	SUB	G1	e	ê	t	85.94	2.43	0.02827554
ManG15	All Words	Type	ALL	G1	e	ê	t	17	10	0.58823529
ManG15	All Words	Type	ALL	G1	e	ê	ts	17	7	0.41176471
ManG15	All Words	Type	SUB	G1	e	ê	t	17	10	0.58823529
ManG15	All Words	Type	SUB	G1	e	ê	ts	17	7	0.41176471
ManG15	All Words	Token	ALL	G1	e	ê	t	568.17	508.84	0.89557364
ManG15	All Words	Token	ALL	G1	e	ê	ts	568.17	59.33	0.10442636
ManG15	All Words	Token	SUB	G1	e	ê	t	568.17	508.84	0.89557364
ManG15	All Words	Token	SUB	G1	e	ê	ts	568.17	59.33	0.10442636
ManG15	Uninflected	Type	ALL	G1	e	ê	t	8	8	1
ManG15	Uninflected	Type	SUB	G1	e	ê	t	8	8	1
ManG15	Uninflected	Token	ALL	G1	e	ê	t	508.05	508.05	1
ManG15	Uninflected	Token	SUB	G1	e	ê	t	508.05	508.05	1
ManG15	Inflected	Type	ALL	G1	e	ê	ts	9	7	0.77777778
ManG15	Inflected	Type	ALL	G1	e	ê	t	9	2	0.22222222
ManG15	Inflected	Type	SUB	G1	e	ê	ts	9	7	0.77777778
ManG15	Inflected	Type	SUB	G1	e	ê	t	9	2	0.22222222
ManG15	Inflected	Token	ALL	G1	e	ê	ts	60.12	59.33	0.98689613
ManG15	Inflected	Token	ALL	G1	e	ê	t	60.12	0.79	0.01310387
ManG15	Inflected	Token	SUB	G1	e	ê	ts	60.12	59.33	0.98689613
ManG15	Inflected	Token	SUB	G1	e	ê	t	60.12	0.79	0.01310387
ManG1	All Words	Type	ALL	G1	e	ê	t	7	4	0.57142857
ManG1	All Words	Type	ALL	G1	e	ê	ts	7	3	0.42857143
ManG1	All Words	Type	SUB	G1	e	ê	t	7	4	0.57142857
ManG1	All Words	Type	SUB	G1	e	ê	ts	7	3	0.42857143
ManG1	All Words	Token	ALL	G1	e	ê	t	627.11	607.33	0.96846757
ManG1	All Words	Token	ALL	G1	e	ê	ts	627.11	19.77	0.03153243
ManG1	All Words	Token	SUB	G1	e	ê	t	627.11	607.33	0.96846757
ManG1	All Words	Token	SUB	G1	e	ê	ts	627.11	19.77	0.03153243
ManG1	Uninflected	Type	ALL	G1	e	ê	t	4	4	1
ManG1	Uninflected	Type	SUB	G1	e	ê	t	4	4	1
ManG1	Uninflected	Token	ALL	G1	e	ê	t	607.33	607.33	1
ManG1	Uninflected	Token	SUB	G1	e	ê	t	607.33	607.33	1
ManG1	Inflected	Type	ALL	G1	e	ê	ts	3	3	1
ManG1	Inflected	Type	SUB	G1	e	ê	ts	3	3	1
ManG1	Inflected	Token	ALL	G1	e	ê	ts	19.77	19.77	1
ManG1	Inflected	Token	SUB	G1	e	ê	ts	19.77	19.77	1
ManG2	All Words	Type	ALL	G1	e	ê	t	8	6	0.75
ManG2	All Words	Type	ALL	G1	e	ê	ts	8	2	0.25
ManG2	All Words	Type	SUB	G1	e	ê	t	8	6	0.75
ManG2	All Words	Type	SUB	G1	e	ê	ts	8	2	0.25
ManG2	All Words	Token	ALL	G1	e	ê	t	741.42	649.13	0.87551922
ManG2	All Words	Token	ALL	G1	e	ê	ts	741.42	92.29	0.12448078
ManG2	All Words	Token	SUB	G1	e	ê	t	741.42	649.13	0.87551922
ManG2	All Words	Token	SUB	G1	e	ê	ts	741.42	92.29	0.12448078
ManG2	Uninflected	Type	ALL	G1	e	ê	t	5	5	1
ManG2	Uninflected	Type	SUB	G1	e	ê	t	5	5	1
ManG2	Uninflected	Token	ALL	G1	e	ê	t	647.16	647.16	1
ManG2	Uninflected	Token	SUB	G1	e	ê	t	647.16	647.16	1
ManG2	Inflected	Type	ALL	G1	e	ê	ts	3	2	0.66666667
ManG2	Inflected	Type	ALL	G1	e	ê	t	3	1	0.33333333
ManG2	Inflected	Type	SUB	G1	e	ê	ts	3	2	0.66666667
ManG2	Inflected	Type	SUB	G1	e	ê	t	3	1	0.33333333
ManG2	Inflected	Token	ALL	G1	e	ê	ts	94.26	92.29	0.97916369
ManG2	Inflected	Token	ALL	G1	e	ê	t	94.26	1.96	0.02083631
ManG2	Inflected	Token	SUB	G1	e	ê	ts	94.26	92.29	0.97916369
ManG2	Inflected	Token	SUB	G1	e	ê	t	94.26	1.96	0.02083631
ManG35	All Words	Type	ALL	G1	e	ê	t	17	10	0.58823529
ManG35	All Words	Type	ALL	G1	e	ê	ts	17	7	0.41176471
ManG35	All Words	Type	SUB	G1	e	ê	t	17	10	0.58823529
ManG35	All Words	Type	SUB	G1	e	ê	ts	17	7	0.41176471
ManG35	All Words	Token	ALL	G1	e	ê	t	512.65	457.48	0.89238706
ManG35	All Words	Token	ALL	G1	e	ê	ts	512.65	55.17	0.10761294
ManG35	All Words	Token	SUB	G1	e	ê	t	512.65	457.48	0.89238706
ManG35	All Words	Token	SUB	G1	e	ê	ts	512.65	55.17	0.10761294
ManG35	Uninflected	Type	ALL	G1	e	ê	t	8	8	1
ManG35	Uninflected	Type	SUB	G1	e	ê	t	8	8	1
ManG35	Uninflected	Token	ALL	G1	e	ê	t	457.09	457.09	1
ManG35	Uninflected	Token	SUB	G1	e	ê	t	457.09	457.09	1
ManG35	Inflected	Type	ALL	G1	e	ê	ts	9	7	0.77777778
ManG35	Inflected	Type	ALL	G1	e	ê	t	9	2	0.22222222
ManG35	Inflected	Type	SUB	G1	e	ê	ts	9	7	0.77777778
ManG35	Inflected	Type	SUB	G1	e	ê	t	9	2	0.22222222
ManG35	Inflected	Token	ALL	G1	e	ê	ts	55.57	55.17	0.9928202
ManG35	Inflected	Token	ALL	G1	e	ê	t	55.57	0.4	0.0071798
ManG35	Inflected	Token	SUB	G1	e	ê	ts	55.57	55.17	0.9928202
ManG35	Inflected	Token	SUB	G1	e	ê	t	55.57	0.4	0.0071798
Lexique	All Words	Type	ALL	G1	e	ë	#	2	1	0.5
Lexique	All Words	Type	ALL	G1	e	ë	s	2	1	0.5
Lexique	All Words	Type	SUB	G1	e	ë	s	1	1	1
Lexique	All Words	Token	ALL	G1	e	ë	#	1.49	1.22	0.81879195
Lexique	All Words	Token	ALL	G1	e	ë	s	1.49	0.27	0.18120805
Lexique	All Words	Token	SUB	G1	e	ë	s	0.27	0.27	1
Lexique	Uninflected	Type	ALL	G1	e	ë	#	1	1	1
Lexique	Uninflected	Token	ALL	G1	e	ë	#	1.22	1.22	1
Lexique	Inflected	Type	ALL	G1	e	ë	s	1	1	1
Lexique	Inflected	Type	SUB	G1	e	ë	s	1	1	1
Lexique	Inflected	Token	ALL	G1	e	ë	s	0.27	0.27	1
Lexique	Inflected	Token	SUB	G1	e	ë	s	0.27	0.27	1
ManG15	All Words	Type	ALL	G1	e	ë	#	1	1	1
ManG15	All Words	Token	ALL	G1	e	ë	#	3.77	3.77	1
ManG15	Uninflected	Type	ALL	G1	e	ë	#	1	1	1
ManG15	Uninflected	Token	ALL	G1	e	ë	#	3.77	3.77	1
ManG1	All Words	Type	ALL	G1	e	ë	#	1	1	1
ManG1	All Words	Token	ALL	G1	e	ë	#	1.22	1.22	1
ManG1	Uninflected	Type	ALL	G1	e	ë	#	1	1	1
ManG1	Uninflected	Token	ALL	G1	e	ë	#	1.22	1.22	1
ManG2	All Words	Type	ALL	G1	e	ë	#	1	1	1
ManG2	All Words	Token	ALL	G1	e	ë	#	0.2	0.2	1
ManG2	Uninflected	Type	ALL	G1	e	ë	#	1	1	1
ManG2	Uninflected	Token	ALL	G1	e	ë	#	0.2	0.2	1
ManG35	All Words	Type	ALL	G1	e	ë	#	1	1	1
ManG35	All Words	Token	ALL	G1	e	ë	#	4.23	4.23	1
ManG35	Uninflected	Type	ALL	G1	e	ë	#	1	1	1
ManG35	Uninflected	Token	ALL	G1	e	ë	#	4.23	4.23	1
Lexique	All Words	Type	ALL	G1	e	ect	#	9	5	0.55555556
Lexique	All Words	Type	ALL	G1	e	ect	s	9	4	0.44444444
Lexique	All Words	Type	SUB	G1	e	ect	s	4	4	1
Lexique	All Words	Token	ALL	G1	e	ect	#	102.03	90.4	0.88601392
Lexique	All Words	Token	ALL	G1	e	ect	s	102.03	11.63	0.11398608
Lexique	All Words	Token	SUB	G1	e	ect	s	11.63	11.63	1
Lexique	Uninflected	Type	ALL	G1	e	ect	#	5	5	1
Lexique	Uninflected	Token	ALL	G1	e	ect	#	90.4	90.4	1
Lexique	Inflected	Type	ALL	G1	e	ect	s	4	4	1
Lexique	Inflected	Type	SUB	G1	e	ect	s	4	4	1
Lexique	Inflected	Token	ALL	G1	e	ect	s	11.63	11.63	1
Lexique	Inflected	Token	SUB	G1	e	ect	s	11.63	11.63	1
ManG15	All Words	Type	ALL	G1	e	ect	#	6	4	0.66666667
ManG15	All Words	Type	ALL	G1	e	ect	s	6	2	0.33333333
ManG15	All Words	Type	SUB	G1	e	ect	s	2	2	1
ManG15	All Words	Token	ALL	G1	e	ect	#	41.55	40.44	0.97329522
ManG15	All Words	Token	ALL	G1	e	ect	s	41.55	1.11	0.02670478
ManG15	All Words	Token	SUB	G1	e	ect	s	1.11	1.11	1
ManG15	Uninflected	Type	ALL	G1	e	ect	#	4	4	1
ManG15	Uninflected	Token	ALL	G1	e	ect	#	40.44	40.44	1
ManG15	Inflected	Type	ALL	G1	e	ect	s	2	2	1
ManG15	Inflected	Type	SUB	G1	e	ect	s	2	2	1
ManG15	Inflected	Token	ALL	G1	e	ect	s	1.11	1.11	1
ManG15	Inflected	Token	SUB	G1	e	ect	s	1.11	1.11	1
ManG2	All Words	Type	ALL	G1	e	ect	#	2	2	1
ManG2	All Words	Token	ALL	G1	e	ect	#	6.71	6.71	1
ManG2	Uninflected	Type	ALL	G1	e	ect	#	2	2	1
ManG2	Uninflected	Token	ALL	G1	e	ect	#	6.71	6.71	1
ManG35	All Words	Type	ALL	G1	e	ect	#	6	4	0.66666667
ManG35	All Words	Type	ALL	G1	e	ect	s	6	2	0.33333333
ManG35	All Words	Type	SUB	G1	e	ect	s	2	2	1
ManG35	All Words	Token	ALL	G1	e	ect	#	61.22	59.37	0.96976889
ManG35	All Words	Token	ALL	G1	e	ect	s	61.22	1.85	0.03023111
ManG35	All Words	Token	SUB	G1	e	ect	s	1.85	1.85	1
ManG35	Uninflected	Type	ALL	G1	e	ect	#	4	4	1
ManG35	Uninflected	Token	ALL	G1	e	ect	#	59.37	59.37	1
ManG35	Inflected	Type	ALL	G1	e	ect	s	2	2	1
ManG35	Inflected	Type	SUB	G1	e	ect	s	2	2	1
ManG35	Inflected	Token	ALL	G1	e	ect	s	1.85	1.85	1
ManG35	Inflected	Token	SUB	G1	e	ect	s	1.85	1.85	1
Lexique	All Words	Type	ALL	G1	e	ed	#	10	6	0.6
Lexique	All Words	Type	ALL	G1	e	ed	s	10	4	0.4
Lexique	All Words	Type	SUB	G1	e	ed	s	4	4	1
Lexique	All Words	Token	ALL	G1	e	ed	#	516.63	267.91	0.51857229
Lexique	All Words	Token	ALL	G1	e	ed	s	516.63	248.72	0.48142771
Lexique	All Words	Token	SUB	G1	e	ed	s	248.72	248.72	1
Lexique	Uninflected	Type	ALL	G1	e	ed	#	3	3	1
Lexique	Uninflected	Token	ALL	G1	e	ed	#	255.07	255.07	1
Lexique	Inflected	Type	ALL	G1	e	ed	s	7	4	0.57142857
Lexique	Inflected	Type	ALL	G1	e	ed	#	7	3	0.42857143
Lexique	Inflected	Type	SUB	G1	e	ed	s	4	4	1
Lexique	Inflected	Token	ALL	G1	e	ed	s	261.56	248.72	0.95090993
Lexique	Inflected	Token	ALL	G1	e	ed	#	261.56	12.84	0.04909007
Lexique	Inflected	Token	SUB	G1	e	ed	s	248.72	248.72	1
ManG15	All Words	Type	ALL	G1	e	ed	#	6	4	0.66666667
ManG15	All Words	Type	ALL	G1	e	ed	s	6	2	0.33333333
ManG15	All Words	Type	SUB	G1	e	ed	s	2	2	1
ManG15	All Words	Token	ALL	G1	e	ed	#	556.95	291.68	0.52371428
ManG15	All Words	Token	ALL	G1	e	ed	s	556.95	265.27	0.47628572
ManG15	All Words	Token	SUB	G1	e	ed	s	265.27	265.27	1
ManG15	Uninflected	Type	ALL	G1	e	ed	#	3	3	1
ManG15	Uninflected	Token	ALL	G1	e	ed	#	279.23	279.23	1
ManG15	Inflected	Type	ALL	G1	e	ed	s	3	2	0.66666667
ManG15	Inflected	Type	ALL	G1	e	ed	#	3	1	0.33333333
ManG15	Inflected	Type	SUB	G1	e	ed	s	2	2	1
ManG15	Inflected	Token	ALL	G1	e	ed	s	277.72	265.27	0.95517453
ManG15	Inflected	Token	ALL	G1	e	ed	#	277.72	12.45	0.04482547
ManG15	Inflected	Token	SUB	G1	e	ed	s	265.27	265.27	1
ManG1	All Words	Type	ALL	G1	e	ed	#	3	2	0.66666667
ManG1	All Words	Type	ALL	G1	e	ed	s	3	1	0.33333333
ManG1	All Words	Type	SUB	G1	e	ed	s	1	1	1
ManG1	All Words	Token	ALL	G1	e	ed	s	374.32	213.37	0.57001261
ManG1	All Words	Token	ALL	G1	e	ed	#	374.32	160.95	0.42998739
ManG1	All Words	Token	SUB	G1	e	ed	s	213.37	213.37	1
ManG1	Uninflected	Type	ALL	G1	e	ed	#	1	1	1
ManG1	Uninflected	Token	ALL	G1	e	ed	#	155.34	155.34	1
ManG1	Inflected	Type	ALL	G1	e	ed	#	2	1	0.5
ManG1	Inflected	Type	ALL	G1	e	ed	s	2	1	0.5
ManG1	Inflected	Type	SUB	G1	e	ed	s	1	1	1
ManG1	Inflected	Token	ALL	G1	e	ed	s	218.99	213.37	0.97434883
ManG1	Inflected	Token	ALL	G1	e	ed	#	218.99	5.62	0.02565117
ManG1	Inflected	Token	SUB	G1	e	ed	s	213.37	213.37	1
ManG2	All Words	Type	ALL	G1	e	ed	#	5	3	0.6
ManG2	All Words	Type	ALL	G1	e	ed	s	5	2	0.4
ManG2	All Words	Type	SUB	G1	e	ed	s	2	2	1
ManG2	All Words	Token	ALL	G1	e	ed	s	619.58	319.86	0.51625297
ManG2	All Words	Token	ALL	G1	e	ed	#	619.58	299.72	0.48374703
ManG2	All Words	Token	SUB	G1	e	ed	s	319.86	319.86	1
ManG2	Uninflected	Type	ALL	G1	e	ed	#	2	2	1
ManG2	Uninflected	Token	ALL	G1	e	ed	#	294.5	294.5	1
ManG2	Inflected	Type	ALL	G1	e	ed	s	3	2	0.66666667
ManG2	Inflected	Type	ALL	G1	e	ed	#	3	1	0.33333333
ManG2	Inflected	Type	SUB	G1	e	ed	s	2	2	1
ManG2	Inflected	Token	ALL	G1	e	ed	s	325.08	319.86	0.98393604
ManG2	Inflected	Token	ALL	G1	e	ed	#	325.08	5.22	0.01606396
ManG2	Inflected	Token	SUB	G1	e	ed	s	319.86	319.86	1
ManG35	All Words	Type	ALL	G1	e	ed	#	6	4	0.66666667
ManG35	All Words	Type	ALL	G1	e	ed	s	6	2	0.33333333
ManG35	All Words	Type	SUB	G1	e	ed	s	2	2	1
ManG35	All Words	Token	ALL	G1	e	ed	#	578.79	316.93	0.54757973
ManG35	All Words	Token	ALL	G1	e	ed	s	578.79	261.86	0.45242027
ManG35	All Words	Token	SUB	G1	e	ed	s	261.86	261.86	1
ManG35	Uninflected	Type	ALL	G1	e	ed	#	3	3	1
ManG35	Uninflected	Token	ALL	G1	e	ed	#	302.43	302.43	1
ManG35	Inflected	Type	ALL	G1	e	ed	s	3	2	0.66666667
ManG35	Inflected	Type	ALL	G1	e	ed	#	3	1	0.33333333
ManG35	Inflected	Type	SUB	G1	e	ed	s	2	2	1
ManG35	Inflected	Token	ALL	G1	e	ed	s	276.36	261.86	0.94751831
ManG35	Inflected	Token	ALL	G1	e	ed	#	276.36	14.5	0.05248169
ManG35	Inflected	Token	SUB	G1	e	ed	s	261.86	261.86	1
Lexique	All Words	Type	ALL	G1	e	ee	#	2	1	0.5
Lexique	All Words	Type	ALL	G1	e	ee	s	2	1	0.5
Lexique	All Words	Type	SUB	G1	e	ee	s	1	1	1
Lexique	All Words	Token	ALL	G1	e	ee	#	1.83	1.76	0.96174863
Lexique	All Words	Token	ALL	G1	e	ee	s	1.83	0.07	0.03825137
Lexique	All Words	Token	SUB	G1	e	ee	s	0.07	0.07	1
Lexique	Uninflected	Type	ALL	G1	e	ee	#	1	1	1
Lexique	Uninflected	Token	ALL	G1	e	ee	#	1.76	1.76	1
Lexique	Inflected	Type	ALL	G1	e	ee	s	1	1	1
Lexique	Inflected	Type	SUB	G1	e	ee	s	1	1	1
Lexique	Inflected	Token	ALL	G1	e	ee	s	0.07	0.07	1
Lexique	Inflected	Token	SUB	G1	e	ee	s	0.07	0.07	1
ManG15	All Words	Type	ALL	G1	e	ee	#	1	1	1
ManG15	All Words	Token	ALL	G1	e	ee	#	0.3	0.3	1
ManG15	Uninflected	Type	ALL	G1	e	ee	#	1	1	1
ManG15	Uninflected	Token	ALL	G1	e	ee	#	0.3	0.3	1
ManG2	All Words	Type	ALL	G1	e	ee	#	1	1	1
ManG2	All Words	Token	ALL	G1	e	ee	#	0.22	0.22	1
ManG2	Uninflected	Type	ALL	G1	e	ee	#	1	1	1
ManG2	Uninflected	Token	ALL	G1	e	ee	#	0.22	0.22	1
ManG35	All Words	Type	ALL	G1	e	ee	#	1	1	1
ManG35	All Words	Token	ALL	G1	e	ee	#	0.1	0.1	1
ManG35	Uninflected	Type	ALL	G1	e	ee	#	1	1	1
ManG35	Uninflected	Token	ALL	G1	e	ee	#	0.1	0.1	1
Lexique	All Words	Type	ALL	G1	e	ef	#	2	1	0.5
Lexique	All Words	Type	ALL	G1	e	ef	s	2	1	0.5
Lexique	All Words	Type	SUB	G1	e	ef	s	1	1	1
Lexique	All Words	Token	ALL	G1	e	ef	#	44.87	35.61	0.79362603
Lexique	All Words	Token	ALL	G1	e	ef	s	44.87	9.26	0.20637397
Lexique	All Words	Token	SUB	G1	e	ef	s	9.26	9.26	1
Lexique	Uninflected	Type	ALL	G1	e	ef	#	1	1	1
Lexique	Uninflected	Token	ALL	G1	e	ef	#	35.61	35.61	1
Lexique	Inflected	Type	ALL	G1	e	ef	s	1	1	1
Lexique	Inflected	Type	SUB	G1	e	ef	s	1	1	1
Lexique	Inflected	Token	ALL	G1	e	ef	s	9.26	9.26	1
