Corpus,InfMorpho,FreqCount,WDNoSLE,TypeCont,PhonEnd,OrthCont,Unit,TotalFreq,UnitFreq,UnitProb
ManG1,All Words,Type,ALL,P1,u,,es,82,2,.02439024
ManG1,All Words,Type,ALL,P1,u,,ps,82,2,.02439024
ManG1,All Words,Type,ALL,P1,u,,c,82,1,.01219512
ManG1,All Words,Type,ALL,P1,u,,d,82,1,.01219512
ManG1,All Words,Type,SUB,P1,u,,s,56,15,.26785714
ManG1,All Words,Type,SUB,P1,u,,x,56,10,.17857143
ManG1,All Words,Type,SUB,P1,u,,e,56,9,.16071429
ManG1,All Words,Type,SUB,P1,u,,t,56,8,.14285714
ManG1,All Words,Type,SUB,P1,u,,p,56,3,.05357143
ManG1,All Words,Type,SUB,P1,u,,ts,56,3,.05357143
ManG1,All Words,Type,SUB,P1,u,,ent,56,2,.03571429
ManG1,All Words,Type,SUB,P1,u,,es,56,2,.03571429
ManG1,All Words,Type,SUB,P1,u,,ps,56,2,.03571429
ManG1,All Words,Type,SUB,P1,u,,c,56,1,.01785714
ManG1,All Words,Type,SUB,P1,u,,d,56,1,.01785714
ManG1,All Words,Token,ALL,P1,u,,s,15537.65,4705.77,.30286263
ManG1,All Words,Token,ALL,P1,u,,t,15537.65,3835.80,.24687150
ManG1,All Words,Token,ALL,P1,u,,#,15537.65,3342.69,.21513509
ManG1,All Words,Token,ALL,P1,u,,p,15537.65,1660.46,.10686680
ManG1,All Words,Token,ALL,P1,u,,e,15537.65,1374.40,.08845603
ManG1,All Words,Token,ALL,P1,u,,x,15537.65,198.55,.01277866
ManG1,All Words,Token,ALL,P1,u,,es,15537.65,160.00,.01029730
ManG1,All Words,Token,ALL,P1,u,,ent,15537.65,143.71,.00924919
ManG1,All Words,Token,ALL,P1,u,,ps,15537.65,110.69,.00712419
ManG1,All Words,Token,ALL,P1,u,,d,15537.65,3.97,.00025564
ManG1,All Words,Token,ALL,P1,u,,ts,15537.65,1.08,.00006934
ManG1,All Words,Token,ALL,P1,u,,c,15537.65,0.52,.00003364
ManG1,All Words,Token,SUB,P1,u,,s,12194.96,4705.77,.38587867
ManG1,All Words,Token,SUB,P1,u,,t,12194.96,3835.80,.31454011
ManG1,All Words,Token,SUB,P1,u,,p,12194.96,1660.46,.13615948
ManG1,All Words,Token,SUB,P1,u,,e,12194.96,1374.40,.11270224
ManG1,All Words,Token,SUB,P1,u,,x,12194.96,198.55,.01628135
ManG1,All Words,Token,SUB,P1,u,,es,12194.96,160.00,.01311983
ManG1,All Words,Token,SUB,P1,u,,ent,12194.96,143.71,.01178444
ManG1,All Words,Token,SUB,P1,u,,ps,12194.96,110.69,.00907696
ManG1,All Words,Token,SUB,P1,u,,d,12194.96,3.97,.00032571
ManG1,All Words,Token,SUB,P1,u,,ts,12194.96,1.08,.00008835
ManG1,All Words,Token,SUB,P1,u,,c,12194.96,0.52,.00004286
ManG15,Uninflected,Type,ALL,P1,u,,#,93,49,.52688172
ManG15,Uninflected,Type,ALL,P1,u,,t,93,14,.15053763
ManG15,Uninflected,Type,ALL,P1,u,,e,93,9,.09677419
ManG15,Uninflected,Type,ALL,P1,u,,x,93,8,.08602151
ManG15,Uninflected,Type,ALL,P1,u,,s,93,5,.05376344
ManG15,Uninflected,Type,ALL,P1,u,,p,93,3,.03225806
ManG15,Uninflected,Type,ALL,P1,u,,l,93,2,.02150538
ManG15,Uninflected,Type,ALL,P1,u,,c,93,1,.01075269
ManG15,Uninflected,Type,ALL,P1,u,,g,93,1,.01075269
ManG15,Uninflected,Type,ALL,P1,u,,ls,93,1,.01075269
ManG15,Uninflected,Type,SUB,P1,u,,t,44,14,.31818182
ManG15,Uninflected,Type,SUB,P1,u,,e,44,9,.20454545
ManG15,Uninflected,Type,SUB,P1,u,,x,44,8,.18181818
ManG15,Uninflected,Type,SUB,P1,u,,s,44,5,.11363636
ManG15,Uninflected,Type,SUB,P1,u,,p,44,3,.06818182
ManG15,Uninflected,Type,SUB,P1,u,,l,44,2,.04545455
ManG15,Uninflected,Type,SUB,P1,u,,c,44,1,.02272727
ManG15,Uninflected,Type,SUB,P1,u,,g,44,1,.02272727
ManG15,Uninflected,Type,SUB,P1,u,,ls,44,1,.02272727
ManG15,Uninflected,Token,ALL,P1,u,,s,16875.53,6570.35,.38934168
ManG15,Uninflected,Token,ALL,P1,u,,#,16875.53,4560.15,.27022249
ManG15,Uninflected,Token,ALL,P1,u,,t,16875.53,3646.36,.21607395
ManG15,Uninflected,Token,ALL,P1,u,,p,16875.53,1540.12,.09126341
ManG15,Uninflected,Token,ALL,P1,u,,e,16875.53,377.86,.02239083
ManG15,Uninflected,Token,ALL,P1,u,,x,16875.53,165.24,.00979191
ManG15,Uninflected,Token,ALL,P1,u,,c,16875.53,13.32,.00078926
ManG15,Uninflected,Token,ALL,P1,u,,ls,16875.53,1.90,.00011267
ManG15,Uninflected,Token,ALL,P1,u,,l,16875.53,0.21,.00001272
ManG15,Uninflected,Token,ALL,P1,u,,g,16875.53,0.02,.00000109
ManG15,Uninflected,Token,SUB,P1,u,,s,12315.38,6570.35,.53350736
ManG15,Uninflected,Token,SUB,P1,u,,t,12315.38,3646.36,.29608195
ManG15,Uninflected,Token,SUB,P1,u,,p,12315.38,1540.12,.12505648
ManG15,Uninflected,Token,SUB,P1,u,,e,12315.38,377.86,.03068172
ManG15,Uninflected,Token,SUB,P1,u,,x,12315.38,165.24,.01341766
ManG15,Uninflected,Token,SUB,P1,u,,c,12315.38,13.32,.00108151
ManG15,Uninflected,Token,SUB,P1,u,,ls,12315.38,1.90,.00015439
ManG15,Uninflected,Token,SUB,P1,u,,l,12315.38,0.21,.00001743
ManG15,Uninflected,Token,SUB,P1,u,,g,12315.38,0.02,.00000150
ManG15,Inflected,Type,ALL,P1,u,,s,80,29,.36250000
ManG15,Inflected,Type,ALL,P1,u,,e,80,12,.15000000
ManG15,Inflected,Type,ALL,P1,u,,es,80,10,.12500000
ManG15,Inflected,Type,ALL,P1,u,,ent,80,7,.08750000
ManG15,Inflected,Type,ALL,P1,u,,x,80,7,.08750000
ManG15,Inflected,Type,ALL,P1,u,,ts,80,6,.07500000
ManG15,Inflected,Type,ALL,P1,u,,d,80,2,.02500000
ManG15,Inflected,Type,ALL,P1,u,,ds,80,2,.02500000
ManG15,Inflected,Type,ALL,P1,u,,ps,80,2,.02500000
ManG15,Inflected,Type,ALL,P1,u,,t,80,2,.02500000
ManG15,Inflected,Type,ALL,P1,u,,cs,80,1,.01250000
ManG15,Inflected,Type,SUB,P1,u,,s,80,29,.36250000
ManG15,Inflected,Type,SUB,P1,u,,e,80,12,.15000000
ManG15,Inflected,Type,SUB,P1,u,,es,80,10,.12500000
ManG15,Inflected,Type,SUB,P1,u,,ent,80,7,.08750000
ManG15,Inflected,Type,SUB,P1,u,,x,80,7,.08750000
ManG15,Inflected,Type,SUB,P1,u,,ts,80,6,.07500000
ManG15,Inflected,Type,SUB,P1,u,,d,80,2,.02500000
ManG15,Inflected,Type,SUB,P1,u,,ds,80,2,.02500000
ManG15,Inflected,Type,SUB,P1,u,,ps,80,2,.02500000
ManG15,Inflected,Type,SUB,P1,u,,t,80,2,.02500000
ManG15,Inflected,Type,SUB,P1,u,,cs,80,1,.01250000
Lexique,Inflected,Type,ALL,P1,u,,s,170,65,.38235294
Lexique,Inflected,Type,ALL,P1,u,,e,170,28,.16470588
Lexique,Inflected,Type,ALL,P1,u,,ent,170,17,.10000000
Lexique,Inflected,Type,ALL,P1,u,,es,170,16,.09411765
Lexique,Inflected,Type,ALL,P1,u,,ts,170,15,.08823529
Lexique,Inflected,Type,ALL,P1,u,,t,170,7,.04117647
Lexique,Inflected,Type,ALL,P1,u,,x,170,7,.04117647
Lexique,Inflected,Type,ALL,P1,u,,d,170,4,.02352941
Lexique,Inflected,Type,ALL,P1,u,,ps,170,4,.02352941
Lexique,Inflected,Type,ALL,P1,u,,ds,170,3,.01764706
Lexique,Inflected,Type,ALL,P1,u,,ls,170,2,.01176471
Lexique,Inflected,Type,ALL,P1,u,,cs,170,1,.00588235
Lexique,Inflected,Type,ALL,P1,u,,gs,170,1,.00588235
Lexique,Inflected,Type,SUB,P1,u,,s,170,65,.38235294
Lexique,Inflected,Type,SUB,P1,u,,e,170,28,.16470588
Lexique,Inflected,Type,SUB,P1,u,,ent,170,17,.10000000
Lexique,Inflected,Type,SUB,P1,u,,es,170,16,.09411765
Lexique,Inflected,Type,SUB,P1,u,,ts,170,15,.08823529
Lexique,Inflected,Type,SUB,P1,u,,t,170,7,.04117647
Lexique,Inflected,Type,SUB,P1,u,,x,170,7,.04117647
Lexique,Inflected,Type,SUB,P1,u,,d,170,4,.02352941
Lexique,Inflected,Type,SUB,P1,u,,ps,170,4,.02352941
Lexique,Inflected,Type,SUB,P1,u,,ds,170,3,.01764706
Lexique,Inflected,Type,SUB,P1,u,,ls,170,2,.01176471
Lexique,Inflected,Type,SUB,P1,u,,cs,170,1,.00588235
Lexique,Inflected,Type,SUB,P1,u,,gs,170,1,.00588235
Lexique,Inflected,Token,ALL,P1,u,,s,3297.51,2146.90,.65106702
Lexique,Inflected,Token,ALL,P1,u,,t,3297.51,409.94,.12431805
Lexique,Inflected,Token,ALL,P1,u,,ps,3297.51,215.00,.06520071
Lexique,Inflected,Token,ALL,P1,u,,x,3297.51,168.58,.05112342
Lexique,Inflected,Token,ALL,P1,u,,e,3297.51,167.38,.05075951
Lexique,Inflected,Token,ALL,P1,u,,es,3297.51,114.15,.03461703
Lexique,Inflected,Token,ALL,P1,u,,ts,3297.51,48.14,.01459889
Lexique,Inflected,Token,ALL,P1,u,,ent,3297.51,23.34,.00707807
Lexique,Inflected,Token,ALL,P1,u,,ls,3297.51,1.62,.00049128
Lexique,Inflected,Token,ALL,P1,u,,d,3297.51,1.37,.00041547
Lexique,Inflected,Token,ALL,P1,u,,cs,3297.51,0.54,.00016376
Lexique,Inflected,Token,ALL,P1,u,,ds,3297.51,0.41,.00012434
Lexique,Inflected,Token,ALL,P1,u,,gs,3297.51,0.14,.00004246
Lexique,Inflected,Token,SUB,P1,u,,s,3297.51,2146.90,.65106702
Lexique,Inflected,Token,SUB,P1,u,,t,3297.51,409.94,.12431805
Lexique,Inflected,Token,SUB,P1,u,,ps,3297.51,215.00,.06520071
Lexique,Inflected,Token,SUB,P1,u,,x,3297.51,168.58,.05112342
Lexique,Inflected,Token,SUB,P1,u,,e,3297.51,167.38,.05075951
Lexique,Inflected,Token,SUB,P1,u,,es,3297.51,114.15,.03461703
Lexique,Inflected,Token,SUB,P1,u,,ts,3297.51,48.14,.01459889
Lexique,Inflected,Token,SUB,P1,u,,ent,3297.51,23.34,.00707807
Lexique,Inflected,Token,SUB,P1,u,,ls,3297.51,1.62,.00049128
Lexique,Inflected,Token,SUB,P1,u,,d,3297.51,1.37,.00041547
Lexique,Inflected,Token,SUB,P1,u,,cs,3297.51,0.54,.00016376
Lexique,Inflected,Token,SUB,P1,u,,ds,3297.51,0.41,.00012434
Lexique,Inflected,Token,SUB,P1,u,,gs,3297.51,0.14,.00004246
ManG15,All Words,Type,ALL,P1,u,,#,170,49,.28823529
ManG15,All Words,Type,ALL,P1,u,,s,170,33,.19411765
ManG15,All Words,Type,ALL,P1,u,,e,170,20,.11764706
ManG15,All Words,Type,ALL,P1,u,,t,170,15,.08823529
ManG15,All Words,Type,ALL,P1,u,,x,170,15,.08823529
ManG15,All Words,Type,ALL,P1,u,,es,170,10,.05882353
ManG15,All Words,Type,ALL,P1,u,,ent,170,7,.04117647
ManG15,All Words,Type,ALL,P1,u,,ts,170,6,.03529412
ManG15,All Words,Type,ALL,P1,u,,p,170,3,.01764706
ManG15,All Words,Type,ALL,P1,u,,d,170,2,.01176471
ManG15,All Words,Type,ALL,P1,u,,ds,170,2,.01176471
ManG15,All Words,Type,ALL,P1,u,,l,170,2,.01176471
ManG15,All Words,Type,ALL,P1,u,,ps,170,2,.01176471
ManG15,All Words,Type,ALL,P1,u,,c,170,1,.00588235
ManG15,All Words,Type,ALL,P1,u,,cs,170,1,.00588235
ManG15,All Words,Type,ALL,P1,u,,g,170,1,.00588235
ManG15,All Words,Type,ALL,P1,u,,ls,170,1,.00588235
ManG15,All Words,Type,SUB,P1,u,,s,121,33,.27272727
ManG15,All Words,Type,SUB,P1,u,,e,121,20,.16528926
ManG15,All Words,Type,SUB,P1,u,,t,121,15,.12396694
ManG15,All Words,Type,SUB,P1,u,,x,121,15,.12396694
ManG15,All Words,Type,SUB,P1,u,,es,121,10,.08264463
ManG15,All Words,Type,SUB,P1,u,,ent,121,7,.05785124
ManG15,All Words,Type,SUB,P1,u,,ts,121,6,.04958678
ManG15,All Words,Type,SUB,P1,u,,p,121,3,.02479339
ManG15,All Words,Type,SUB,P1,u,,d,121,2,.01652893
ManG15,All Words,Type,SUB,P1,u,,ds,121,2,.01652893
ManG15,All Words,Type,SUB,P1,u,,l,121,2,.01652893
ManG15,All Words,Type,SUB,P1,u,,ps,121,2,.01652893
ManG15,All Words,Type,SUB,P1,u,,c,121,1,.00826446
ManG15,All Words,Type,SUB,P1,u,,cs,121,1,.00826446
ManG15,All Words,Type,SUB,P1,u,,g,121,1,.00826446
ManG15,All Words,Type,SUB,P1,u,,ls,121,1,.00826446
ManG15,All Words,Token,ALL,P1,u,,s,18604.61,7748.22,.41646805
ManG15,All Words,Token,ALL,P1,u,,#,18604.61,4560.15,.24510848
ManG15,All Words,Token,ALL,P1,u,,t,18604.61,3646.56,.19600303
ManG15,All Words,Token,ALL,P1,u,,p,18604.61,1540.12,.08278155
ManG15,All Words,Token,ALL,P1,u,,e,18604.61,411.21,.02210251
ManG15,All Words,Token,ALL,P1,u,,x,18604.61,320.54,.01722881
ManG15,All Words,Token,ALL,P1,u,,ps,18604.61,190.25,.01022591
ManG15,All Words,Token,ALL,P1,u,,es,18604.61,92.13,.00495192
ManG15,All Words,Token,ALL,P1,u,,ent,18604.61,56.90,.00305852
ManG15,All Words,Token,ALL,P1,u,,ts,18604.61,19.64,.00105589
ManG15,All Words,Token,ALL,P1,u,,c,18604.61,13.32,.00071591
ManG15,All Words,Token,ALL,P1,u,,d,18604.61,2.66,.00014277
ManG15,All Words,Token,ALL,P1,u,,ls,18604.61,1.90,.00010220
ManG15,All Words,Token,ALL,P1,u,,ds,18604.61,0.77,.00004140
ManG15,All Words,Token,ALL,P1,u,,l,18604.61,0.21,.00001154
ManG15,All Words,Token,ALL,P1,u,,g,18604.61,0.02,.00000099
ManG15,All Words,Token,ALL,P1,u,,cs,18604.61,0.01,.00000053
ManG15,All Words,Token,SUB,P1,u,,s,14044.46,7748.22,.55169258
ManG15,All Words,Token,SUB,P1,u,,t,14044.46,3646.56,.25964397
ManG15,All Words,Token,SUB,P1,u,,p,14044.46,1540.12,.10966019
ManG15,All Words,Token,SUB,P1,u,,e,14044.46,411.21,.02927905
ManG15,All Words,Token,SUB,P1,u,,x,14044.46,320.54,.02282290
ManG15,All Words,Token,SUB,P1,u,,ps,14044.46,190.25,.01354620
ManG15,All Words,Token,SUB,P1,u,,es,14044.46,92.13,.00655977
ManG15,All Words,Token,SUB,P1,u,,ent,14044.46,56.90,.00405160
ManG15,All Words,Token,SUB,P1,u,,ts,14044.46,19.64,.00139872
ManG15,All Words,Token,SUB,P1,u,,c,14044.46,13.32,.00094836
ManG15,All Words,Token,SUB,P1,u,,d,14044.46,2.66,.00018913
ManG15,All Words,Token,SUB,P1,u,,ls,14044.46,1.90,.00013538
ManG15,All Words,Token,SUB,P1,u,,ds,14044.46,0.77,.00005485
ManG15,All Words,Token,SUB,P1,u,,l,14044.46,0.21,.00001529
ManG15,All Words,Token,SUB,P1,u,,g,14044.46,0.02,.00000131
ManG15,All Words,Token,SUB,P1,u,,cs,14044.46,0.01,.00000070
Lexique,Uninflected,Type,SUB,P1,u,,t,61,22,.36065574
Lexique,Uninflected,Type,SUB,P1,u,,x,61,11,.18032787
Lexique,Uninflected,Type,SUB,P1,u,,e,61,10,.16393443
Lexique,Uninflected,Type,SUB,P1,u,,s,61,7,.11475410
Lexique,Uninflected,Type,SUB,P1,u,,p,61,5,.08196721
Lexique,Uninflected,Type,SUB,P1,u,,l,61,2,.03278689
Lexique,Uninflected,Type,SUB,P1,u,,b,61,1,.01639344
Lexique,Uninflected,Type,SUB,P1,u,,c,61,1,.01639344
Lexique,Uninflected,Type,SUB,P1,u,,g,61,1,.01639344
Lexique,Uninflected,Type,SUB,P1,u,,ls,61,1,.01639344
Lexique,Uninflected,Token,ALL,P1,u,,s,20099.84,8501.42,.42295959
Lexique,Uninflected,Token,ALL,P1,u,,t,20099.84,5059.68,.25172738
Lexique,Uninflected,Token,ALL,P1,u,,#,20099.84,5035.13,.25050597
Lexique,Uninflected,Token,ALL,P1,u,,p,20099.84,1126.96,.05606811
Lexique,Uninflected,Token,ALL,P1,u,,e,20099.84,185.21,.00921450
Lexique,Uninflected,Token,ALL,P1,u,,x,20099.84,155.63,.00774285
Lexique,Uninflected,Token,ALL,P1,u,,c,20099.84,16.01,.00079652
Lexique,Uninflected,Token,ALL,P1,u,,l,20099.84,11.49,.00057165
Lexique,Uninflected,Token,ALL,P1,u,,ls,20099.84,5.54,.00027562
Lexique,Uninflected,Token,ALL,P1,u,,g,20099.84,2.36,.00011741
Lexique,Uninflected,Token,ALL,P1,u,,b,20099.84,0.41,.00002040
Lexique,Uninflected,Token,SUB,P1,u,,s,15064.71,8501.42,.56432683
Lexique,Uninflected,Token,SUB,P1,u,,t,15064.71,5059.68,.33586309
Lexique,Uninflected,Token,SUB,P1,u,,p,15064.71,1126.96,.07480795
Lexique,Uninflected,Token,SUB,P1,u,,e,15064.71,185.21,.01229430
Lexique,Uninflected,Token,SUB,P1,u,,x,15064.71,155.63,.01033077
Lexique,Uninflected,Token,SUB,P1,u,,c,15064.71,16.01,.00106275
Lexique,Uninflected,Token,SUB,P1,u,,l,15064.71,11.49,.00076271
Lexique,Uninflected,Token,SUB,P1,u,,ls,15064.71,5.54,.00036775
Lexique,Uninflected,Token,SUB,P1,u,,g,15064.71,2.36,.00015666
Lexique,Uninflected,Token,SUB,P1,u,,b,15064.71,0.41,.00002722
Lexique,All Words,Token,SUB,P1,u,,s,16808.96,9583.52,.57014354
Lexique,All Words,Token,SUB,P1,u,,t,16808.96,5088.26,.30271117
Lexique,All Words,Token,SUB,P1,u,,p,16808.96,1126.96,.06704519
Lexique,All Words,Token,SUB,P1,u,,x,16808.96,324.21,.01928793
Lexique,All Words,Token,SUB,P1,u,,e,16808.96,245.49,.01460471
Lexique,All Words,Token,SUB,P1,u,,ps,16808.96,215.00,.01279080
Lexique,All Words,Token,SUB,P1,u,,es,16808.96,114.15,.00679102
Lexique,All Words,Token,SUB,P1,u,,ts,16808.96,48.14,.00286395
Lexique,All Words,Token,SUB,P1,u,,ent,16808.96,23.34,.00138855
Lexique,All Words,Token,SUB,P1,u,,c,16808.96,16.01,.00095247
Lexique,All Words,Token,SUB,P1,u,,l,16808.96,11.49,.00068356
Lexique,All Words,Token,SUB,P1,u,,ls,16808.96,7.16,.00042596
Lexique,All Words,Token,SUB,P1,u,,g,16808.96,2.36,.00014040
Lexique,All Words,Token,SUB,P1,u,,d,16808.96,1.37,.00008150
Lexique,All Words,Token,SUB,P1,u,,cs,16808.96,0.54,.00003213
Lexique,All Words,Token,SUB,P1,u,,b,16808.96,0.41,.00002439
Lexique,All Words,Token,SUB,P1,u,,ds,16808.96,0.41,.00002439
Lexique,All Words,Token,SUB,P1,u,,gs,16808.96,0.14,.00000833
Lexique,Uninflected,Type,ALL,P1,u,,#,153,92,.60130719
Lexique,Uninflected,Type,ALL,P1,u,,t,153,22,.14379085
Lexique,Uninflected,Type,ALL,P1,u,,x,153,11,.07189542
Lexique,Uninflected,Type,ALL,P1,u,,e,153,10,.06535948
Lexique,Uninflected,Type,ALL,P1,u,,s,153,7,.04575163
Lexique,Uninflected,Type,ALL,P1,u,,p,153,5,.03267974
Lexique,Uninflected,Type,ALL,P1,u,,l,153,2,.01307190
Lexique,Uninflected,Type,ALL,P1,u,,b,153,1,.00653595
Lexique,Uninflected,Type,ALL,P1,u,,c,153,1,.00653595
Lexique,Uninflected,Type,ALL,P1,u,,g,153,1,.00653595
Lexique,Uninflected,Type,ALL,P1,u,,ls,153,1,.00653595
Lexique,All Words,Type,ALL,P1,u,,#,315,92,.29206349
Lexique,All Words,Type,ALL,P1,u,,s,315,69,.21904762
Lexique,All Words,Type,ALL,P1,u,,e,315,34,.10793651
Lexique,All Words,Type,ALL,P1,u,,t,315,28,.08888889
Lexique,All Words,Type,ALL,P1,u,,x,315,18,.05714286
Lexique,All Words,Type,ALL,P1,u,,ent,315,17,.05396825
Lexique,All Words,Type,ALL,P1,u,,es,315,16,.05079365
Lexique,All Words,Type,ALL,P1,u,,ts,315,15,.04761905
Lexique,All Words,Type,ALL,P1,u,,p,315,5,.01587302
Lexique,All Words,Type,ALL,P1,u,,d,315,4,.01269841
Lexique,All Words,Type,ALL,P1,u,,ps,315,4,.01269841
Lexique,All Words,Type,ALL,P1,u,,ds,315,3,.00952381
Lexique,All Words,Type,ALL,P1,u,,ls,315,3,.00952381
Lexique,All Words,Type,ALL,P1,u,,l,315,2,.00634921
Lexique,All Words,Type,ALL,P1,u,,b,315,1,.00317460
Lexique,All Words,Type,ALL,P1,u,,c,315,1,.00317460
Lexique,All Words,Type,ALL,P1,u,,cs,315,1,.00317460
Lexique,All Words,Type,ALL,P1,u,,g,315,1,.00317460
Lexique,All Words,Type,ALL,P1,u,,gs,315,1,.00317460
Lexique,All Words,Type,SUB,P1,u,,s,223,69,.30941704
Lexique,All Words,Type,SUB,P1,u,,e,223,34,.15246637
Lexique,All Words,Type,SUB,P1,u,,t,223,28,.12556054
Lexique,All Words,Type,SUB,P1,u,,x,223,18,.08071749
Lexique,All Words,Type,SUB,P1,u,,ent,223,17,.07623318
Lexique,All Words,Type,SUB,P1,u,,es,223,16,.07174888
Lexique,All Words,Type,SUB,P1,u,,ts,223,15,.06726457
Lexique,All Words,Type,SUB,P1,u,,p,223,5,.02242152
Lexique,All Words,Type,SUB,P1,u,,d,223,4,.01793722
Lexique,All Words,Type,SUB,P1,u,,ps,223,4,.01793722
Lexique,All Words,Type,SUB,P1,u,,ds,223,3,.01345291
Lexique,All Words,Type,SUB,P1,u,,ls,223,3,.01345291
Lexique,All Words,Type,SUB,P1,u,,l,223,2,.00896861
Lexique,All Words,Type,SUB,P1,u,,b,223,1,.00448430
Lexique,All Words,Type,SUB,P1,u,,c,223,1,.00448430
Lexique,All Words,Type,SUB,P1,u,,cs,223,1,.00448430
Lexique,All Words,Type,SUB,P1,u,,g,223,1,.00448430
Lexique,All Words,Type,SUB,P1,u,,gs,223,1,.00448430
Lexique,All Words,Token,ALL,P1,u,,s,21844.09,9583.52,.43872370
Lexique,All Words,Token,ALL,P1,u,,t,21844.09,5088.26,.23293532
Lexique,All Words,Token,ALL,P1,u,,#,21844.09,5035.13,.23050308
Lexique,All Words,Token,ALL,P1,u,,p,21844.09,1126.96,.05159107
Lexique,All Words,Token,ALL,P1,u,,x,21844.09,324.21,.01484200
Lexique,All Words,Token,ALL,P1,u,,e,21844.09,245.49,.01123828
Lexique,All Words,Token,ALL,P1,u,,ps,21844.09,215.00,.00984248
Lexique,All Words,Token,ALL,P1,u,,es,21844.09,114.15,.00522567
Lexique,All Words,Token,ALL,P1,u,,ts,21844.09,48.14,.00220380
Lexique,All Words,Token,ALL,P1,u,,ent,21844.09,23.34,.00106848
Lexique,All Words,Token,ALL,P1,u,,c,21844.09,16.01,.00073292
Lexique,All Words,Token,ALL,P1,u,,l,21844.09,11.49,.00052600
Lexique,All Words,Token,ALL,P1,u,,ls,21844.09,7.16,.00032778
Lexique,All Words,Token,ALL,P1,u,,g,21844.09,2.36,.00010804
Lexique,All Words,Token,ALL,P1,u,,d,21844.09,1.37,.00006272
Lexique,All Words,Token,ALL,P1,u,,cs,21844.09,0.54,.00002472
Lexique,All Words,Token,ALL,P1,u,,b,21844.09,0.41,.00001877
Lexique,All Words,Token,ALL,P1,u,,ds,21844.09,0.41,.00001877
Lexique,All Words,Token,ALL,P1,u,,gs,21844.09,0.14,.00000641
ManG35,Inflected,Token,SUB,P1,u,,s,3020.61,1955.39,.64734941
ManG35,Inflected,Token,SUB,P1,u,,t,3020.61,371.86,.12310752
ManG35,Inflected,Token,SUB,P1,u,,ps,3020.61,198.62,.06575638
ManG35,Inflected,Token,SUB,P1,u,,e,3020.61,183.87,.06087037
ManG35,Inflected,Token,SUB,P1,u,,x,3020.61,160.21,.05303975
ManG35,Inflected,Token,SUB,P1,u,,es,3020.61,81.19,.02687963
ManG35,Inflected,Token,SUB,P1,u,,ent,3020.61,43.56,.01442078
ManG35,Inflected,Token,SUB,P1,u,,ts,3020.61,22.17,.00733857
ManG35,Inflected,Token,SUB,P1,u,,d,3020.61,2.43,.00080427
ManG35,Inflected,Token,SUB,P1,u,,ds,3020.61,1.29,.00042713
ManG35,Inflected,Token,SUB,P1,u,,cs,3020.61,0.02,.00000620
Lexique,All Words,Type,ALL,G2,uR,hour,ds,1,1,1
Lexique,All Words,Type,SUB,G2,uR,hour,ds,1,1,1
Lexique,All Words,Token,ALL,G2,uR,hour,ds,0.20,0.20,1
Lexique,All Words,Token,SUB,G2,uR,hour,ds,0.20,0.20,1
Lexique,Inflected,Type,ALL,G2,uR,hour,ds,1,1,1
Lexique,Inflected,Type,SUB,G2,uR,hour,ds,1,1,1
Lexique,Inflected,Token,ALL,G2,uR,hour,ds,0.20,0.20,1
Lexique,Inflected,Token,SUB,G2,uR,hour,ds,0.20,0.20,1
Lexique,All Words,Type,ALL,G2,uR,our,s,123,40,.32520325
Lexique,All Words,Type,ALL,G2,uR,our,#,123,38,.30894309
Lexique,All Words,Type,ALL,G2,uR,our,ent,123,11,.08943089
Lexique,All Words,Type,ALL,G2,uR,our,e,123,10,.08130081
Lexique,All Words,Type,ALL,G2,uR,our,t,123,8,.06504065
Lexique,All Words,Type,ALL,G2,uR,our,d,123,4,.03252033
Lexique,All Words,Type,ALL,G2,uR,our,ds,123,4,.03252033
Lexique,All Words,Type,ALL,G2,uR,our,gs,123,3,.02439024
Lexique,All Words,Type,ALL,G2,uR,our,es,123,2,.01626016
Lexique,All Words,Type,ALL,G2,uR,our,g,123,2,.01626016
Lexique,All Words,Type,ALL,G2,uR,our,ts,123,1,.00813008
Lexique,All Words,Type,SUB,G2,uR,our,s,85,40,.47058824
Lexique,All Words,Type,SUB,G2,uR,our,ent,85,11,.12941176
Lexique,All Words,Type,SUB,G2,uR,our,e,85,10,.11764706
Lexique,All Words,Type,SUB,G2,uR,our,t,85,8,.09411765
Lexique,All Words,Type,SUB,G2,uR,our,d,85,4,.04705882
Lexique,All Words,Type,SUB,G2,uR,our,ds,85,4,.04705882
Lexique,All Words,Type,SUB,G2,uR,our,gs,85,3,.03529412
Lexique,All Words,Type,SUB,G2,uR,our,es,85,2,.02352941
Lexique,All Words,Type,SUB,G2,uR,our,g,85,2,.02352941
Lexique,All Words,Type,SUB,G2,uR,our,ts,85,1,.01176471
Lexique,All Words,Token,ALL,G2,uR,our,#,11021.98,8576.27,.77810611
Lexique,All Words,Token,ALL,G2,uR,our,s,11021.98,2123.08,.19262238
Lexique,All Words,Token,ALL,G2,uR,our,t,11021.98,96.97,.00879787
Lexique,All Words,Token,ALL,G2,uR,our,d,11021.98,91.76,.00832518
Lexique,All Words,Token,ALL,G2,uR,our,ds,11021.98,34.67,.00314553
Lexique,All Words,Token,ALL,G2,uR,our,g,11021.98,28.58,.00259300
Lexique,All Words,Token,ALL,G2,uR,our,ent,11021.98,24.40,.00221376
Lexique,All Words,Token,ALL,G2,uR,our,e,11021.98,17.66,.00160225
