Corpus,InfMorpho,FreqCount,WDNoSLE,TypeCont,PhonEnd,OrthCont,Unit,TotalFreq,UnitFreq,UnitProb
ManG35,Inflected,Token,SUB,G2,9R,eur,t,1851.13,14.69,.00793479
ManG35,Inflected,Token,SUB,G2,9R,eur,es,1851.13,11.66,.00629642
ManG35,Inflected,Token,SUB,G2,9R,eur,ent,1851.13,11.39,.00615342
Lexique,All Words,Type,ALL,G2,9R,eurr,e,6,3,.50000000
Lexique,All Words,Type,ALL,G2,9R,eurr,es,6,2,.33333333
Lexique,All Words,Type,ALL,G2,9R,eurr,ent,6,1,.16666667
Lexique,All Words,Type,SUB,G2,9R,eurr,e,6,3,.50000000
Lexique,All Words,Type,SUB,G2,9R,eurr,es,6,2,.33333333
Lexique,All Words,Type,SUB,G2,9R,eurr,ent,6,1,.16666667
Lexique,All Words,Token,ALL,G2,9R,eurr,e,33.24,31.89,.95938628
Lexique,All Words,Token,ALL,G2,9R,eurr,es,33.24,1.28,.03850782
Lexique,All Words,Token,ALL,G2,9R,eurr,ent,33.24,0.07,.00210590
Lexique,All Words,Token,SUB,G2,9R,eurr,e,33.24,31.89,.95938628
Lexique,All Words,Token,SUB,G2,9R,eurr,es,33.24,1.28,.03850782
Lexique,All Words,Token,SUB,G2,9R,eurr,ent,33.24,0.07,.00210590
Lexique,Uninflected,Type,ALL,G2,9R,eurr,e,3,3,1
Lexique,Uninflected,Type,SUB,G2,9R,eurr,e,3,3,1
Lexique,Uninflected,Token,ALL,G2,9R,eurr,e,31.89,31.89,1
Lexique,Uninflected,Token,SUB,G2,9R,eurr,e,31.89,31.89,1
Lexique,Inflected,Type,ALL,G2,9R,eurr,e,5,2,.40000000
Lexique,Inflected,Type,ALL,G2,9R,eurr,es,5,2,.40000000
Lexique,Inflected,Type,ALL,G2,9R,eurr,ent,5,1,.20000000
Lexique,Inflected,Type,SUB,G2,9R,eurr,e,5,2,.40000000
Lexique,Inflected,Type,SUB,G2,9R,eurr,es,5,2,.40000000
Lexique,Inflected,Type,SUB,G2,9R,eurr,ent,5,1,.20000000
Lexique,Inflected,Token,ALL,G2,9R,eurr,e,33.17,31.82,.95930057
Lexique,Inflected,Token,ALL,G2,9R,eurr,es,33.17,1.28,.03858909
Lexique,Inflected,Token,ALL,G2,9R,eurr,ent,33.17,0.07,.00211034
Lexique,Inflected,Token,SUB,G2,9R,eurr,e,33.17,31.82,.95930057
Lexique,Inflected,Token,SUB,G2,9R,eurr,es,33.17,1.28,.03858909
Lexique,Inflected,Token,SUB,G2,9R,eurr,ent,33.17,0.07,.00211034
ManG15,All Words,Type,ALL,G2,9R,eurr,e,4,2,.50000000
ManG15,All Words,Type,ALL,G2,9R,eurr,es,4,2,.50000000
ManG15,All Words,Type,SUB,G2,9R,eurr,e,4,2,.50000000
ManG15,All Words,Type,SUB,G2,9R,eurr,es,4,2,.50000000
ManG15,All Words,Token,ALL,G2,9R,eurr,e,62.27,62.23,.99934447
ManG15,All Words,Token,ALL,G2,9R,eurr,es,62.27,0.04,.00065553
ManG15,All Words,Token,SUB,G2,9R,eurr,e,62.27,62.23,.99934447
ManG15,All Words,Token,SUB,G2,9R,eurr,es,62.27,0.04,.00065553
ManG15,Uninflected,Type,ALL,G2,9R,eurr,e,2,2,1
ManG15,Uninflected,Type,SUB,G2,9R,eurr,e,2,2,1
ManG15,Uninflected,Token,ALL,G2,9R,eurr,e,62.23,62.23,1
ManG15,Uninflected,Token,SUB,G2,9R,eurr,e,62.23,62.23,1
ManG15,Inflected,Type,ALL,G2,9R,eurr,es,3,2,.66666667
ManG15,Inflected,Type,ALL,G2,9R,eurr,e,3,1,.33333333
ManG15,Inflected,Type,SUB,G2,9R,eurr,es,3,2,.66666667
ManG15,Inflected,Type,SUB,G2,9R,eurr,e,3,1,.33333333
ManG15,Inflected,Token,ALL,G2,9R,eurr,e,62.06,62.02,.99934227
ManG15,Inflected,Token,ALL,G2,9R,eurr,es,62.06,0.04,.00065773
ManG15,Inflected,Token,SUB,G2,9R,eurr,e,62.06,62.02,.99934227
ManG15,Inflected,Token,SUB,G2,9R,eurr,es,62.06,0.04,.00065773
ManG1,All Words,Type,ALL,G2,9R,eurr,e,1,1,1
ManG1,All Words,Type,SUB,G2,9R,eurr,e,1,1,1
ManG1,All Words,Token,ALL,G2,9R,eurr,e,122.36,122.36,1
ManG1,All Words,Token,SUB,G2,9R,eurr,e,122.36,122.36,1
ManG1,Uninflected,Type,ALL,G2,9R,eurr,e,1,1,1
ManG1,Uninflected,Type,SUB,G2,9R,eurr,e,1,1,1
ManG1,Uninflected,Token,ALL,G2,9R,eurr,e,122.36,122.36,1
ManG1,Uninflected,Token,SUB,G2,9R,eurr,e,122.36,122.36,1
ManG2,All Words,Type,ALL,G2,9R,eurr,e,1,1,1
ManG2,All Words,Type,SUB,G2,9R,eurr,e,1,1,1
ManG2,All Words,Token,ALL,G2,9R,eurr,e,47.96,47.96,1
ManG2,All Words,Token,SUB,G2,9R,eurr,e,47.96,47.96,1
ManG2,Uninflected,Type,ALL,G2,9R,eurr,e,1,1,1
ManG2,Uninflected,Type,SUB,G2,9R,eurr,e,1,1,1
ManG2,Uninflected,Token,ALL,G2,9R,eurr,e,47.96,47.96,1
ManG2,Uninflected,Token,SUB,G2,9R,eurr,e,47.96,47.96,1
ManG2,Inflected,Type,ALL,G2,9R,eurr,e,1,1,1
ManG2,Inflected,Type,SUB,G2,9R,eurr,e,1,1,1
ManG2,Inflected,Token,ALL,G2,9R,eurr,e,47.96,47.96,1
ManG2,Inflected,Token,SUB,G2,9R,eurr,e,47.96,47.96,1
ManG35,All Words,Type,ALL,G2,9R,eurr,e,4,2,.50000000
ManG35,All Words,Type,ALL,G2,9R,eurr,es,4,2,.50000000
ManG35,All Words,Type,SUB,G2,9R,eurr,e,4,2,.50000000
ManG35,All Words,Type,SUB,G2,9R,eurr,es,4,2,.50000000
ManG35,All Words,Token,ALL,G2,9R,eurr,e,55.95,55.88,.99861562
ManG35,All Words,Token,ALL,G2,9R,eurr,es,55.95,0.08,.00138438
ManG35,All Words,Token,SUB,G2,9R,eurr,e,55.95,55.88,.99861562
ManG35,All Words,Token,SUB,G2,9R,eurr,es,55.95,0.08,.00138438
ManG35,Uninflected,Type,ALL,G2,9R,eurr,e,2,2,1
ManG35,Uninflected,Type,SUB,G2,9R,eurr,e,2,2,1
ManG35,Uninflected,Token,ALL,G2,9R,eurr,e,55.88,55.88,1
ManG35,Uninflected,Token,SUB,G2,9R,eurr,e,55.88,55.88,1
ManG35,Inflected,Type,ALL,G2,9R,eurr,es,3,2,.66666667
ManG35,Inflected,Type,ALL,G2,9R,eurr,e,3,1,.33333333
ManG35,Inflected,Type,SUB,G2,9R,eurr,es,3,2,.66666667
ManG35,Inflected,Type,SUB,G2,9R,eurr,e,3,1,.33333333
ManG35,Inflected,Token,ALL,G2,9R,eurr,e,55.60,55.53,.99860692
ManG35,Inflected,Token,ALL,G2,9R,eurr,es,55.60,0.08,.00139308
ManG35,Inflected,Token,SUB,G2,9R,eurr,e,55.60,55.53,.99860692
ManG35,Inflected,Token,SUB,G2,9R,eurr,es,55.60,0.08,.00139308
Lexique,All Words,Type,ALL,G2,9R,heur,#,6,1,.16666667
Lexique,All Words,Type,ALL,G2,9R,heur,e,6,1,.16666667
Lexique,All Words,Type,ALL,G2,9R,heur,es,6,1,.16666667
Lexique,All Words,Type,ALL,G2,9R,heur,s,6,1,.16666667
Lexique,All Words,Type,ALL,G2,9R,heur,t,6,1,.16666667
Lexique,All Words,Type,ALL,G2,9R,heur,ts,6,1,.16666667
Lexique,All Words,Type,SUB,G2,9R,heur,e,5,1,.20000000
Lexique,All Words,Type,SUB,G2,9R,heur,es,5,1,.20000000
Lexique,All Words,Type,SUB,G2,9R,heur,s,5,1,.20000000
Lexique,All Words,Type,SUB,G2,9R,heur,t,5,1,.20000000
Lexique,All Words,Type,SUB,G2,9R,heur,ts,5,1,.20000000
Lexique,All Words,Token,ALL,G2,9R,heur,es,930.81,484.19,.52018135
Lexique,All Words,Token,ALL,G2,9R,heur,e,930.81,439.86,.47255616
Lexique,All Words,Token,ALL,G2,9R,heur,ts,930.81,3.31,.00355604
Lexique,All Words,Token,ALL,G2,9R,heur,t,930.81,2.84,.00305111
Lexique,All Words,Token,ALL,G2,9R,heur,#,930.81,0.41,.00044048
Lexique,All Words,Token,ALL,G2,9R,heur,s,930.81,0.20,.00021487
Lexique,All Words,Token,SUB,G2,9R,heur,es,930.40,484.19,.52041058
Lexique,All Words,Token,SUB,G2,9R,heur,e,930.40,439.86,.47276440
Lexique,All Words,Token,SUB,G2,9R,heur,ts,930.40,3.31,.00355761
Lexique,All Words,Token,SUB,G2,9R,heur,t,930.40,2.84,.00305245
Lexique,All Words,Token,SUB,G2,9R,heur,s,930.40,0.20,.00021496
Lexique,Uninflected,Type,ALL,G2,9R,heur,#,3,1,.33333333
Lexique,Uninflected,Type,ALL,G2,9R,heur,e,3,1,.33333333
Lexique,Uninflected,Type,ALL,G2,9R,heur,t,3,1,.33333333
Lexique,Uninflected,Type,SUB,G2,9R,heur,e,2,1,.50000000
Lexique,Uninflected,Type,SUB,G2,9R,heur,t,2,1,.50000000
Lexique,Uninflected,Token,ALL,G2,9R,heur,e,443.11,439.86,.99266548
Lexique,Uninflected,Token,ALL,G2,9R,heur,t,443.11,2.84,.00640924
Lexique,Uninflected,Token,ALL,G2,9R,heur,#,443.11,0.41,.00092528
Lexique,Uninflected,Token,SUB,G2,9R,heur,e,442.70,439.86,.99358482
Lexique,Uninflected,Token,SUB,G2,9R,heur,t,442.70,2.84,.00641518
Lexique,Inflected,Type,ALL,G2,9R,heur,es,3,1,.33333333
Lexique,Inflected,Type,ALL,G2,9R,heur,s,3,1,.33333333
Lexique,Inflected,Type,ALL,G2,9R,heur,ts,3,1,.33333333
Lexique,Inflected,Type,SUB,G2,9R,heur,es,3,1,.33333333
Lexique,Inflected,Type,SUB,G2,9R,heur,s,3,1,.33333333
Lexique,Inflected,Type,SUB,G2,9R,heur,ts,3,1,.33333333
Lexique,Inflected,Token,ALL,G2,9R,heur,es,487.70,484.19,.99280295
Lexique,Inflected,Token,ALL,G2,9R,heur,ts,487.70,3.31,.00678696
Lexique,Inflected,Token,ALL,G2,9R,heur,s,487.70,0.20,.00041009
Lexique,Inflected,Token,SUB,G2,9R,heur,es,487.70,484.19,.99280295
Lexique,Inflected,Token,SUB,G2,9R,heur,ts,487.70,3.31,.00678696
Lexique,Inflected,Token,SUB,G2,9R,heur,s,487.70,0.20,.00041009
ManG15,All Words,Type,ALL,G2,9R,heur,e,4,1,.25000000
ManG15,All Words,Type,ALL,G2,9R,heur,es,4,1,.25000000
ManG15,All Words,Type,ALL,G2,9R,heur,t,4,1,.25000000
ManG15,All Words,Type,ALL,G2,9R,heur,ts,4,1,.25000000
ManG15,All Words,Type,SUB,G2,9R,heur,e,4,1,.25000000
ManG15,All Words,Type,SUB,G2,9R,heur,es,4,1,.25000000
ManG15,All Words,Type,SUB,G2,9R,heur,t,4,1,.25000000
ManG15,All Words,Type,SUB,G2,9R,heur,ts,4,1,.25000000
ManG15,All Words,Token,ALL,G2,9R,heur,e,830.76,445.36,.53609297
ManG15,All Words,Token,ALL,G2,9R,heur,es,830.76,385.36,.46387049
ManG15,All Words,Token,ALL,G2,9R,heur,t,830.76,0.02,.00002862
ManG15,All Words,Token,ALL,G2,9R,heur,ts,830.76,0.01,.00000791
ManG15,All Words,Token,SUB,G2,9R,heur,e,830.76,445.36,.53609297
ManG15,All Words,Token,SUB,G2,9R,heur,es,830.76,385.36,.46387049
ManG15,All Words,Token,SUB,G2,9R,heur,t,830.76,0.02,.00002862
ManG15,All Words,Token,SUB,G2,9R,heur,ts,830.76,0.01,.00000791
ManG15,Uninflected,Type,ALL,G2,9R,heur,e,2,1,.50000000
ManG15,Uninflected,Type,ALL,G2,9R,heur,t,2,1,.50000000
ManG15,Uninflected,Type,SUB,G2,9R,heur,e,2,1,.50000000
ManG15,Uninflected,Type,SUB,G2,9R,heur,t,2,1,.50000000
ManG15,Uninflected,Token,ALL,G2,9R,heur,e,445.39,445.36,.99994661
ManG15,Uninflected,Token,ALL,G2,9R,heur,t,445.39,0.02,.00005339
ManG15,Uninflected,Token,SUB,G2,9R,heur,e,445.39,445.36,.99994661
ManG15,Uninflected,Token,SUB,G2,9R,heur,t,445.39,0.02,.00005339
ManG15,Inflected,Type,ALL,G2,9R,heur,es,2,1,.50000000
ManG15,Inflected,Type,ALL,G2,9R,heur,ts,2,1,.50000000
ManG15,Inflected,Type,SUB,G2,9R,heur,es,2,1,.50000000
ManG15,Inflected,Type,SUB,G2,9R,heur,ts,2,1,.50000000
ManG15,Inflected,Token,ALL,G2,9R,heur,es,385.37,385.36,.99998295
ManG15,Inflected,Token,ALL,G2,9R,heur,ts,385.37,0.01,.00001705
ManG15,Inflected,Token,SUB,G2,9R,heur,es,385.37,385.36,.99998295
ManG15,Inflected,Token,SUB,G2,9R,heur,ts,385.37,0.01,.00001705
ManG1,All Words,Type,ALL,G2,9R,heur,e,2,1,.50000000
ManG1,All Words,Type,ALL,G2,9R,heur,es,2,1,.50000000
ManG1,All Words,Type,SUB,G2,9R,heur,e,2,1,.50000000
ManG1,All Words,Type,SUB,G2,9R,heur,es,2,1,.50000000
ManG1,All Words,Token,ALL,G2,9R,heur,es,586.28,308.80,.52670775
ManG1,All Words,Token,ALL,G2,9R,heur,e,586.28,277.48,.47329225
ManG1,All Words,Token,SUB,G2,9R,heur,es,586.28,308.80,.52670775
ManG1,All Words,Token,SUB,G2,9R,heur,e,586.28,277.48,.47329225
ManG1,Uninflected,Type,ALL,G2,9R,heur,e,1,1,1
ManG1,Uninflected,Type,SUB,G2,9R,heur,e,1,1,1
ManG1,Uninflected,Token,ALL,G2,9R,heur,e,277.48,277.48,1
ManG1,Uninflected,Token,SUB,G2,9R,heur,e,277.48,277.48,1
ManG1,Inflected,Type,ALL,G2,9R,heur,es,1,1,1
ManG1,Inflected,Type,SUB,G2,9R,heur,es,1,1,1
ManG1,Inflected,Token,ALL,G2,9R,heur,es,308.80,308.80,1
ManG1,Inflected,Token,SUB,G2,9R,heur,es,308.80,308.80,1
ManG2,All Words,Type,ALL,G2,9R,heur,e,3,1,.33333333
ManG2,All Words,Type,ALL,G2,9R,heur,es,3,1,.33333333
ManG2,All Words,Type,ALL,G2,9R,heur,ts,3,1,.33333333
ManG2,All Words,Type,SUB,G2,9R,heur,e,3,1,.33333333
ManG2,All Words,Type,SUB,G2,9R,heur,es,3,1,.33333333
ManG2,All Words,Type,SUB,G2,9R,heur,ts,3,1,.33333333
ManG2,All Words,Token,ALL,G2,9R,heur,e,685.76,447.99,.65327385
ManG2,All Words,Token,ALL,G2,9R,heur,es,685.76,237.58,.34644252
ManG2,All Words,Token,ALL,G2,9R,heur,ts,685.76,0.19,.00028363
ManG2,All Words,Token,SUB,G2,9R,heur,e,685.76,447.99,.65327385
ManG2,All Words,Token,SUB,G2,9R,heur,es,685.76,237.58,.34644252
ManG2,All Words,Token,SUB,G2,9R,heur,ts,685.76,0.19,.00028363
ManG2,Uninflected,Type,ALL,G2,9R,heur,e,1,1,1
ManG2,Uninflected,Type,SUB,G2,9R,heur,e,1,1,1
ManG2,Uninflected,Token,ALL,G2,9R,heur,e,447.99,447.99,1
ManG2,Uninflected,Token,SUB,G2,9R,heur,e,447.99,447.99,1
ManG2,Inflected,Type,ALL,G2,9R,heur,es,2,1,.50000000
ManG2,Inflected,Type,ALL,G2,9R,heur,ts,2,1,.50000000
ManG2,Inflected,Type,SUB,G2,9R,heur,es,2,1,.50000000
ManG2,Inflected,Type,SUB,G2,9R,heur,ts,2,1,.50000000
ManG2,Inflected,Token,ALL,G2,9R,heur,es,237.77,237.58,.99918199
ManG2,Inflected,Token,ALL,G2,9R,heur,ts,237.77,0.19,.00081801
ManG2,Inflected,Token,SUB,G2,9R,heur,es,237.77,237.58,.99918199
ManG2,Inflected,Token,SUB,G2,9R,heur,ts,237.77,0.19,.00081801
ManG35,All Words,Type,ALL,G2,9R,heur,e,3,1,.33333333
ManG35,All Words,Type,ALL,G2,9R,heur,es,3,1,.33333333
ManG35,All Words,Type,ALL,G2,9R,heur,t,3,1,.33333333
ManG35,All Words,Type,SUB,G2,9R,heur,e,3,1,.33333333
ManG35,All Words,Type,SUB,G2,9R,heur,es,3,1,.33333333
ManG35,All Words,Type,SUB,G2,9R,heur,t,3,1,.33333333
ManG35,All Words,Token,ALL,G2,9R,heur,e,939.09,486.77,.51833719
ManG35,All Words,Token,ALL,G2,9R,heur,es,939.09,452.28,.48161478
ManG35,All Words,Token,ALL,G2,9R,heur,t,939.09,0.05,.00004804
ManG35,All Words,Token,SUB,G2,9R,heur,e,939.09,486.77,.51833719
ManG35,All Words,Token,SUB,G2,9R,heur,es,939.09,452.28,.48161478
ManG35,All Words,Token,SUB,G2,9R,heur,t,939.09,0.05,.00004804
ManG35,Uninflected,Type,ALL,G2,9R,heur,e,2,1,.50000000
ManG35,Uninflected,Type,ALL,G2,9R,heur,t,2,1,.50000000
ManG35,Uninflected,Type,SUB,G2,9R,heur,e,2,1,.50000000
ManG35,Uninflected,Type,SUB,G2,9R,heur,t,2,1,.50000000
ManG35,Uninflected,Token,ALL,G2,9R,heur,e,486.81,486.77,.99990734
ManG35,Uninflected,Token,ALL,G2,9R,heur,t,486.81,0.05,.00009266
ManG35,Uninflected,Token,SUB,G2,9R,heur,e,486.81,486.77,.99990734
ManG35,Uninflected,Token,SUB,G2,9R,heur,t,486.81,0.05,.00009266
ManG35,Inflected,Type,ALL,G2,9R,heur,es,1,1,1
ManG35,Inflected,Type,SUB,G2,9R,heur,es,1,1,1
ManG35,Inflected,Token,ALL,G2,9R,heur,es,452.28,452.28,1
ManG35,Inflected,Token,SUB,G2,9R,heur,es,452.28,452.28,1
Lexique,All Words,Type,ALL,G2,9R,oeur,#,13,6,.46153846
Lexique,All Words,Type,ALL,G2,9R,oeur,s,13,5,.38461538
Lexique,All Words,Type,ALL,G2,9R,oeur,e,13,1,.07692308
Lexique,All Words,Type,ALL,G2,9R,oeur,ent,13,1,.07692308
Lexique,All Words,Type,SUB,G2,9R,oeur,s,7,5,.71428571
Lexique,All Words,Type,SUB,G2,9R,oeur,e,7,1,.14285714
Lexique,All Words,Type,SUB,G2,9R,oeur,ent,7,1,.14285714
Lexique,All Words,Token,ALL,G2,9R,oeur,#,600.06,529.79,.88289504
Lexique,All Words,Token,ALL,G2,9R,oeur,s,600.06,68.85,.11473853
Lexique,All Words,Token,ALL,G2,9R,oeur,e,600.06,1.22,.00203313
Lexique,All Words,Token,ALL,G2,9R,oeur,ent,600.06,0.20,.00033330
Lexique,All Words,Token,SUB,G2,9R,oeur,s,70.27,68.85,.97979223
Lexique,All Words,Token,SUB,G2,9R,oeur,e,70.27,1.22,.01736161
Lexique,All Words,Token,SUB,G2,9R,oeur,ent,70.27,0.20,.00284616
Lexique,Uninflected,Type,ALL,G2,9R,oeur,#,6,6,1
Lexique,Uninflected,Token,ALL,G2,9R,oeur,#,529.79,529.79,1
Lexique,Inflected,Type,ALL,G2,9R,oeur,s,7,5,.71428571
Lexique,Inflected,Type,ALL,G2,9R,oeur,e,7,1,.14285714
Lexique,Inflected,Type,ALL,G2,9R,oeur,ent,7,1,.14285714
Lexique,Inflected,Type,SUB,G2,9R,oeur,s,7,5,.71428571
Lexique,Inflected,Type,SUB,G2,9R,oeur,e,7,1,.14285714
Lexique,Inflected,Type,SUB,G2,9R,oeur,ent,7,1,.14285714
Lexique,Inflected,Token,ALL,G2,9R,oeur,s,70.27,68.85,.97979223
Lexique,Inflected,Token,ALL,G2,9R,oeur,e,70.27,1.22,.01736161
Lexique,Inflected,Token,ALL,G2,9R,oeur,ent,70.27,0.20,.00284616
Lexique,Inflected,Token,SUB,G2,9R,oeur,s,70.27,68.85,.97979223
Lexique,Inflected,Token,SUB,G2,9R,oeur,e,70.27,1.22,.01736161
Lexique,Inflected,Token,SUB,G2,9R,oeur,ent,70.27,0.20,.00284616
ManG15,All Words,Type,ALL,G2,9R,oeur,#,7,4,.57142857
ManG15,All Words,Type,ALL,G2,9R,oeur,s,7,3,.42857143
ManG15,All Words,Type,SUB,G2,9R,oeur,s,3,3,1
ManG15,All Words,Token,ALL,G2,9R,oeur,#,441.25,404.82,.91744437
ManG15,All Words,Token,ALL,G2,9R,oeur,s,441.25,36.43,.08255563
ManG15,All Words,Token,SUB,G2,9R,oeur,s,36.43,36.43,1
ManG15,Uninflected,Type,ALL,G2,9R,oeur,#,4,4,1
ManG15,Uninflected,Token,ALL,G2,9R,oeur,#,404.82,404.82,1
ManG15,Inflected,Type,ALL,G2,9R,oeur,s,3,3,1
ManG15,Inflected,Type,SUB,G2,9R,oeur,s,3,3,1
ManG15,Inflected,Token,ALL,G2,9R,oeur,s,36.43,36.43,1
ManG15,Inflected,Token,SUB,G2,9R,oeur,s,36.43,36.43,1
ManG1,All Words,Type,ALL,G2,9R,oeur,#,5,3,.60000000
ManG1,All Words,Type,ALL,G2,9R,oeur,s,5,2,.40000000
ManG1,All Words,Type,SUB,G2,9R,oeur,s,2,2,1
ManG1,All Words,Token,ALL,G2,9R,oeur,#,543.16,527.05,.97033772
ManG1,All Words,Token,ALL,G2,9R,oeur,s,543.16,16.11,.02966228
ManG1,All Words,Token,SUB,G2,9R,oeur,s,16.11,16.11,1
ManG1,Uninflected,Type,ALL,G2,9R,oeur,#,3,3,1
ManG1,Uninflected,Token,ALL,G2,9R,oeur,#,527.05,527.05,1
ManG1,Inflected,Type,ALL,G2,9R,oeur,s,2,2,1
ManG1,Inflected,Type,SUB,G2,9R,oeur,s,2,2,1
ManG1,Inflected,Token,ALL,G2,9R,oeur,s,16.11,16.11,1
ManG1,Inflected,Token,SUB,G2,9R,oeur,s,16.11,16.11,1
ManG2,All Words,Type,ALL,G2,9R,oeur,#,6,3,.50000000
ManG2,All Words,Type,ALL,G2,9R,oeur,s,6,3,.50000000
ManG2,All Words,Type,SUB,G2,9R,oeur,s,3,3,1
ManG2,All Words,Token,ALL,G2,9R,oeur,#,406.91,350.36,.86101783
ManG2,All Words,Token,ALL,G2,9R,oeur,s,406.91,56.55,.13898217
ManG2,All Words,Token,SUB,G2,9R,oeur,s,56.55,56.55,1
ManG2,Uninflected,Type,ALL,G2,9R,oeur,#,3,3,1
ManG2,Uninflected,Token,ALL,G2,9R,oeur,#,350.36,350.36,1
ManG2,Inflected,Type,ALL,G2,9R,oeur,s,3,3,1
ManG2,Inflected,Type,SUB,G2,9R,oeur,s,3,3,1
ManG2,Inflected,Token,ALL,G2,9R,oeur,s,56.55,56.55,1
ManG2,Inflected,Token,SUB,G2,9R,oeur,s,56.55,56.55,1
ManG35,All Words,Type,ALL,G2,9R,oeur,#,6,4,.66666667
ManG35,All Words,Type,ALL,G2,9R,oeur,s,6,2,.33333333
ManG35,All Words,Type,SUB,G2,9R,oeur,s,2,2,1
ManG35,All Words,Token,ALL,G2,9R,oeur,#,434.67,404.16,.92979825
ManG35,All Words,Token,ALL,G2,9R,oeur,s,434.67,30.51,.07020175
ManG35,All Words,Token,SUB,G2,9R,oeur,s,30.51,30.51,1
ManG35,Uninflected,Type,ALL,G2,9R,oeur,#,4,4,1
ManG35,Uninflected,Token,ALL,G2,9R,oeur,#,404.16,404.16,1
ManG35,Inflected,Type,ALL,G2,9R,oeur,s,2,2,1
ManG35,Inflected,Type,SUB,G2,9R,oeur,s,2,2,1
ManG35,Inflected,Token,ALL,G2,9R,oeur,s,30.51,30.51,1
ManG35,Inflected,Token,SUB,G2,9R,oeur,s,30.51,30.51,1
ManG2,All Words,Token,SUB,P2,9R,,s,2796.97,1918.57,.68594427
ManG2,All Words,Token,SUB,P2,9R,,e,2796.97,615.97,.22022901
ManG2,All Words,Token,SUB,P2,9R,,es,2796.97,249.99,.08937748
ManG2,All Words,Token,SUB,P2,9R,,ent,2796.97,11.86,.00424063
ManG2,All Words,Token,SUB,P2,9R,,t,2796.97,0.39,.00013908
ManG2,All Words,Token,SUB,P2,9R,,ts,2796.97,0.19,.00006954
ManG2,Uninflected,Type,ALL,P2,9R,,#,194,188,.96907216
ManG2,Uninflected,Type,ALL,P2,9R,,e,194,4,.02061856
ManG2,Uninflected,Type,ALL,P2,9R,,s,194,2,.01030928
ManG2,Uninflected,Type,SUB,P2,9R,,e,6,4,.66666667
ManG2,Uninflected,Type,SUB,P2,9R,,s,6,2,.33333333
ManG2,Uninflected,Token,ALL,P2,9R,,#,5270.77,4427.11,.83993462
ManG2,Uninflected,Token,ALL,P2,9R,,e,5270.77,546.66,.10371499
ManG2,Uninflected,Token,ALL,P2,9R,,s,5270.77,297.01,.05635040
ManG2,Uninflected,Token,SUB,P2,9R,,e,843.67,546.66,.64795389
ManG2,Uninflected,Token,SUB,P2,9R,,s,843.67,297.01,.35204611
ManG2,Inflected,Type,ALL,P2,9R,,s,129,112,.86821705
ManG2,Inflected,Type,ALL,P2,9R,,e,129,8,.06201550
ManG2,Inflected,Type,ALL,P2,9R,,es,129,5,.03875969
ManG2,Inflected,Type,ALL,P2,9R,,ent,129,2,.01550388
ManG2,Inflected,Type,ALL,P2,9R,,t,129,1,.00775194
ManG2,Inflected,Type,ALL,P2,9R,,ts,129,1,.00775194
ManG2,Inflected,Type,SUB,P2,9R,,s,129,112,.86821705
ManG2,Inflected,Type,SUB,P2,9R,,e,129,8,.06201550
ManG2,Inflected,Type,SUB,P2,9R,,es,129,5,.03875969
ManG2,Inflected,Type,SUB,P2,9R,,ent,129,2,.01550388
ManG2,Inflected,Type,SUB,P2,9R,,t,129,1,.00775194
ManG2,Inflected,Type,SUB,P2,9R,,ts,129,1,.00775194
ManG2,Inflected,Token,ALL,P2,9R,,s,2030.19,1621.56,.79872355
ManG2,Inflected,Token,ALL,P2,9R,,es,2030.19,249.99,.12313472
ManG2,Inflected,Token,ALL,P2,9R,,e,2030.19,146.20,.07201203
ManG2,Inflected,Token,ALL,P2,9R,,ent,2030.19,11.86,.00584228
ManG2,Inflected,Token,ALL,P2,9R,,t,2030.19,0.39,.00019161
ManG2,Inflected,Token,ALL,P2,9R,,ts,2030.19,0.19,.00009580
ManG2,Inflected,Token,SUB,P2,9R,,s,2030.19,1621.56,.79872355
ManG2,Inflected,Token,SUB,P2,9R,,es,2030.19,249.99,.12313472
ManG2,Inflected,Token,SUB,P2,9R,,e,2030.19,146.20,.07201203
ManG2,Inflected,Token,SUB,P2,9R,,ent,2030.19,11.86,.00584228
ManG2,Inflected,Token,SUB,P2,9R,,t,2030.19,0.39,.00019161
ManG2,Inflected,Token,SUB,P2,9R,,ts,2030.19,0.19,.00009580
ManG35,All Words,Type,ALL,P2,9R,,#,769,459,.59687906
ManG35,All Words,Type,ALL,P2,9R,,s,769,274,.35630689
ManG35,All Words,Type,ALL,P2,9R,,e,769,17,.02210663
ManG35,All Words,Type,ALL,P2,9R,,es,769,13,.01690507
ManG35,All Words,Type,ALL,P2,9R,,ent,769,4,.00520156
ManG35,All Words,Type,ALL,P2,9R,,t,769,2,.00260078
ManG35,All Words,Type,SUB,P2,9R,,s,310,274,.88387097
ManG35,All Words,Type,SUB,P2,9R,,e,310,17,.05483871
ManG35,All Words,Type,SUB,P2,9R,,es,310,13,.04193548
ManG35,All Words,Type,SUB,P2,9R,,ent,310,4,.01290323
ManG35,All Words,Type,SUB,P2,9R,,t,310,2,.00645161
ManG35,All Words,Token,ALL,P2,9R,,#,8731.30,5380.27,.61620504
ManG35,All Words,Token,ALL,P2,9R,,s,8731.30,2189.93,.25081320
ManG35,All Words,Token,ALL,P2,9R,,e,8731.30,670.97,.07684616
ManG35,All Words,Token,ALL,P2,9R,,es,8731.30,464.01,.05314358
