Corpus	InfMorpho	FreqCount	Phoneme	Position	Unit	TotalFreq	UnitFreq	UnitProb
Lexique	All Words	Token	tS	Any	tche	80.88	2.57	0.0317755
Lexique	All Words	Token	tS	Any	tsch	80.88	2.5	0.03091
Lexique	All Words	Token	tS	Any	tzsch	80.88	0.82	0.0101385
Lexique	All Words	Token	tS	Any	tsche	80.88	0.75	0.009273
Lexique	All Words	Token	tS	Any	cc	80.88	0.21	0.0025964
Lexique	All Words	Token	tS	Any	chtch	80.88	0.07	0.0008655
Lexique	All Words	Token	tS	Any	tje	80.88	0.07	0.0008655
Lexique	All Words	Token	G	Any	ng	60.34	59.99	0.9941995
Lexique	All Words	Token	G	Any	n	60.34	0.35	0.0058005
Lexique	All Words	Token	dz	Any	zz	16.22	14.98	0.9235512
Lexique	All Words	Token	dz	Any	dz	16.22	0.55	0.0339088
Lexique	All Words	Token	dz	Any	tz	16.22	0.48	0.0295931
Lexique	All Words	Token	dz	Any	dez	16.22	0.14	0.0086313
Lexique	All Words	Token	dz	Any	z	16.22	0.07	0.0043157
Lexique	All Words	Token	x	Any	j	1.56	1.56	1
Lexique	All Words	Token	d	Initial	d	97228.82	97228.68	0.9999986
Lexique	All Words	Token	d	Initial	dh	97228.82	0.14	0.0000014
Lexique	All Words	Token	l	Initial	l	79836.91	79836.91	1
Lexique	All Words	Token	s	Initial	s	77759.52	59823.65	0.7693418
Lexique	All Words	Token	s	Initial	c	77759.52	15174.5	0.1951465
Lexique	All Words	Token	s	Initial	ç	77759.52	2504.87	0.032213
Lexique	All Words	Token	s	Initial	sc	77759.52	256.5	0.0032986
Lexique	All Words	Token	p	Initial	p	67261.15	67261.15	1
Lexique	All Words	Token	k	Initial	c	50089.94	32528.91	0.64941
Lexique	All Words	Token	k	Initial	qu	50089.94	17190.29	0.3431885
Lexique	All Words	Token	k	Initial	k	50089.94	191.67	0.0038265
Lexique	All Words	Token	k	Initial	ch	50089.94	148.4	0.0029627
Lexique	All Words	Token	k	Initial	q	50089.94	19.77	0.0003947
Lexique	All Words	Token	k	Initial	kh	50089.94	10.9	0.0002176
Lexique	All Words	Token	m	Initial	m	44517.96	44517.96	1
Lexique	All Words	Token	a	Initial	a	38910.54	37276.87	0.9580147
Lexique	All Words	Token	a	Initial	ha	38910.54	1082.98	0.0278326
Lexique	All Words	Token	a	Initial	â	38910.54	459.34	0.011805
Lexique	All Words	Token	a	Initial	hâ	38910.54	89.58	0.0023022
Lexique	All Words	Token	a	Initial	o	38910.54	1.5	0.0000385
Lexique	All Words	Token	a	Initial	ho	38910.54	0.27	0.0000069
Lexique	All Words	Token	e	Initial	é	34714.66	17066.23	0.4916145
Lexique	All Words	Token	e	Initial	e	34714.66	13127.96	0.3781676
Lexique	All Words	Token	e	Initial	ai	34714.66	2061.01	0.05937
Lexique	All Words	Token	e	Initial	ê	34714.66	1561.07	0.0449686
Lexique	All Words	Token	e	Initial	hé	34714.66	407.31	0.0117331
Lexique	All Words	Token	e	Initial	a	34714.66	175.34	0.0050509
Lexique	All Words	Token	e	Initial	he	34714.66	170.67	0.0049164
Lexique	All Words	Token	e	Initial	hai	34714.66	59.81	0.0017229
Lexique	All Words	Token	e	Initial	aî	34714.66	39.87	0.0011485
Lexique	All Words	Token	e	Initial	è	34714.66	28.85	0.0008311
Lexique	All Words	Token	e	Initial	hê	34714.66	10.88	0.0003134
Lexique	All Words	Token	e	Initial	oe	34714.66	3.48	0.0001002
Lexique	All Words	Token	e	Initial	hè	34714.66	1.56	0.0000449
Lexique	All Words	Token	e	Initial	ei	34714.66	0.41	0.0000118
Lexique	All Words	Token	e	Initial	ha	34714.66	0.14	0.000004
Lexique	All Words	Token	e	Initial	ae	34714.66	0.07	0.000002
Lexique	All Words	Token	t	Initial	t	34071.85	33832.92	0.9929875
Lexique	All Words	Token	t	Initial	th	34071.85	238.93	0.0070125
Lexique	All Words	Token	R	Initial	r	26697.08	26647.18	0.9981309
Lexique	All Words	Token	R	Initial	rh	26697.08	49.9	0.0018691
Lexique	All Words	Token	f	Initial	f	26124.81	25545.03	0.9778073
Lexique	All Words	Token	f	Initial	ph	26124.81	579.78	0.0221927
Lexique	All Words	Token	v	Initial	v	25448.68	25413.11	0.9986023
Lexique	All Words	Token	v	Initial	w	25448.68	35.57	0.0013977
Lexique	All Words	Token	i	Initial	i	23147.93	22310.06	0.9638037
Lexique	All Words	Token	i	Initial	hi	23147.93	621.22	0.026837
Lexique	All Words	Token	i	Initial	î	23147.93	118.99	0.0051404
Lexique	All Words	Token	i	Initial	hy	23147.93	97.45	0.0042099
Lexique	All Words	Token	i	Initial	y	23147.93	0.14	0.000006
Lexique	All Words	Token	i	Initial	e	23147.93	0.07	0.000003
Lexique	All Words	Token	n	Initial	n	21161.88	21161.88	1
Lexique	All Words	Token	Z	Initial	j	20499.45	18209.28	0.8882814
Lexique	All Words	Token	Z	Initial	g	20499.45	2281.2	0.111281
Lexique	All Words	Token	Z	Initial	ge	20499.45	8.97	0.0004376
Lexique	All Words	Token	b	Initial	b	18967.14	18967.14	1
Lexique	All Words	Token	o	Initial	au	13830.05	6825.85	0.4935521
Lexique	All Words	Token	o	Initial	o	13830.05	4213.28	0.3046468
Lexique	All Words	Token	o	Initial	ho	13830.05	2099.95	0.1518397
Lexique	All Words	Token	o	Initial	hau	13830.05	305.63	0.022099
Lexique	All Words	Token	o	Initial	hô	13830.05	246.84	0.0178481
Lexique	All Words	Token	o	Initial	aux	13830.05	48.52	0.0035083
Lexique	All Words	Token	o	Initial	ô	13830.05	42.67	0.0030853
Lexique	All Words	Token	o	Initial	ha	13830.05	26.76	0.0019349
Lexique	All Words	Token	o	Initial	oi	13830.05	15.54	0.0011236
Lexique	All Words	Token	o	Initial	aul	13830.05	2.23	0.0001612
Lexique	All Words	Token	o	Initial	haut	13830.05	1.62	0.0001171
Lexique	All Words	Token	o	Initial	heau	13830.05	1.02	0.0000738
Lexique	All Words	Token	o	Initial	oh	13830.05	0.14	0.0000101
Lexique	All Words	Token	%	Initial	en	11670.36	9162.31	0.7850923
Lexique	All Words	Token	%	Initial	em	11670.36	1428.63	0.1224152
Lexique	All Words	Token	%	Initial	an	11670.36	769.96	0.0659757
Lexique	All Words	Token	%	Initial	am	11670.36	211.87	0.0181545
Lexique	All Words	Token	%	Initial	han	11670.36	78.35	0.0067136
Lexique	All Words	Token	%	Initial	e	11670.36	15.05	0.0012896
Lexique	All Words	Token	%	Initial	ham	11670.36	4.19	0.000359
Lexique	All Words	Token	y	Initial	u	11236.04	10643.21	0.9472385
Lexique	All Words	Token	y	Initial	hu	11236.04	526.06	0.046819
Lexique	All Words	Token	y	Initial	eu	11236.04	60.08	0.0053471
Lexique	All Words	Token	y	Initial	eû	11236.04	5.54	0.0004931
Lexique	All Words	Token	y	Initial	uh	11236.04	1.15	0.0001023
Lexique	All Words	Token	S	Initial	ch	9050.83	9000.13	0.9943983
Lexique	All Words	Token	S	Initial	sh	9050.83	35.82	0.0039576
Lexique	All Words	Token	S	Initial	sch	9050.83	14.81	0.0016363
Lexique	All Words	Token	S	Initial	s	9050.83	0.07	0.0000077
Lexique	All Words	Token	g	Initial	g	8510.22	7558.27	0.8881404
Lexique	All Words	Token	g	Initial	gu	8510.22	948.37	0.111439
Lexique	All Words	Token	g	Initial	gh	8510.22	3.58	0.0004207
Lexique	All Words	Token	5	Initial	in	7272.88	5392.6	0.7414669
Lexique	All Words	Token	5	Initial	im	7272.88	1382.71	0.1901186
Lexique	All Words	Token	5	Initial	ain	7272.88	469.46	0.0645494
Lexique	All Words	Token	5	Initial	hum	7272.88	22.1	0.0030387
Lexique	All Words	Token	5	Initial	hin	7272.88	3.24	0.0004455
Lexique	All Words	Token	5	Initial	un	7272.88	2.77	0.0003809
Lexique	All Words	Token	9	Initial	heu	1678.1	1219.44	0.726679
Lexique	All Words	Token	9	Initial	oe	1678.1	290.28	0.1729813
Lexique	All Words	Token	9	Initial	oeu	1678.1	117.03	0.0697396
Lexique	All Words	Token	9	Initial	eu	1678.1	50.81	0.0302783
Lexique	All Words	Token	9	Initial	u	1678.1	0.54	0.0003218
Lexique	All Words	Token	u	Initial	ou	1352.41	1268.68	0.9380883
Lexique	All Words	Token	u	Initial	aoû	1352.41	49.66	0.0367196
Lexique	All Words	Token	u	Initial	hou	1352.41	33.86	0.0250368
Lexique	All Words	Token	u	Initial	hoo	1352.41	0.14	0.0001035
Lexique	All Words	Token	u	Initial	hu	1352.41	0.07	0.0000518
Lexique	All Words	Token	j	Initial	y	1110.68	992.78	0.8938488
Lexique	All Words	Token	j	Initial	hi	1110.68	109.8	0.0988584
Lexique	All Words	Token	j	Initial	i	1110.68	5.38	0.0048439
Lexique	All Words	Token	j	Initial	hy	1110.68	2.58	0.0023229
Lexique	All Words	Token	j	Initial	j	1110.68	0.14	0.000126
Lexique	All Words	Token	w	Initial	ou	753.9	718.19	0.952633
Lexique	All Words	Token	w	Initial	wh	753.9	28.05	0.0372065
Lexique	All Words	Token	w	Initial	w	753.9	6.71	0.0089004
Lexique	All Words	Token	w	Initial	hu	753.9	0.95	0.0012601
Lexique	All Words	Token	&	Initial	on	652.49	280.09	0.4292633
Lexique	All Words	Token	&	Initial	om	652.49	256.18	0.392619
Lexique	All Words	Token	&	Initial	hon	652.49	115.61	0.1771828
Lexique	All Words	Token	&	Initial	hom	652.49	0.61	0.0009349
Lexique	All Words	Token	z	Initial	z	206.82	206.82	1
Lexique	All Words	Token	8	Initial	hu	175.72	175.72	1
Lexique	All Words	Token	wa	Initial	oi	139.68	126.04	0.9023482
Lexique	All Words	Token	wa	Initial	oua	139.68	8.41	0.060209
Lexique	All Words	Token	wa	Initial	wa	139.68	3.6	0.0257732
Lexique	All Words	Token	wa	Initial	wha	139.68	1.22	0.0087342
Lexique	All Words	Token	wa	Initial	hoi	139.68	0.34	0.0024341
Lexique	All Words	Token	wa	Initial	houa	139.68	0.07	0.0005011
Lexique	All Words	Token	dZ	Initial	j	41.04	27.18	0.6622807
Lexique	All Words	Token	dZ	Initial	g	41.04	8.65	0.21077
Lexique	All Words	Token	dZ	Initial	dj	41.04	5.21	0.1269493
Lexique	All Words	Token	N	Initial	gn	8.64	7.22	0.8356481
Lexique	All Words	Token	N	Initial	gni	8.64	1.42	0.1643519
Lexique	All Words	Token	tS	Initial	tch	7.67	5.9	0.7692308
Lexique	All Words	Token	tS	Initial	ch	7.67	0.89	0.1160365
Lexique	All Words	Token	tS	Initial	c	7.67	0.88	0.1147327
Lexique	All Words	Token	gz	Initial	x	1.64	1.64	1
Lexique	All Words	Token	w5	Initial	oin	0.88	0.88	1
Lexique	All Words	Token	x	Initial	j	0.88	0.88	1
Lexique	All Words	Token	ks	Initial	x	0.61	0.54	0.8852459
Lexique	All Words	Token	ks	Initial	ks	0.61	0.07	0.1147541
Lexique	All Words	Token	waj	Initial	oy	0.21	0.21	1
Lexique	All Words	Token	R	Medial	r	118251.74	112067.97	0.9477067
Lexique	All Words	Token	R	Medial	rr	118251.74	5424.81	0.0458751
Lexique	All Words	Token	R	Medial	re	118251.74	628.48	0.0053148
Lexique	All Words	Token	R	Medial	rre	118251.74	117.01	0.0009895
Lexique	All Words	Token	R	Medial	rh	118251.74	8.89	0.0000752
Lexique	All Words	Token	R	Medial	rrh	118251.74	3.89	0.0000329
Lexique	All Words	Token	R	Medial	j	118251.74	0.41	0.0000035
Lexique	All Words	Token	R	Medial	h	118251.74	0.14	0.0000012
Lexique	All Words	Token	R	Medial	gh	118251.74	0.07	0.0000006
Lexique	All Words	Token	R	Medial	rp	118251.74	0.07	0.0000006
Lexique	All Words	Token	e	Medial	e	108382.31	47728.75	0.440374
Lexique	All Words	Token	e	Medial	é	108382.31	28580.76	0.2637032
Lexique	All Words	Token	e	Medial	ai	108382.31	11538.44	0.1064605
Lexique	All Words	Token	e	Medial	è	108382.31	10542.22	0.0972688
Lexique	All Words	Token	e	Medial	ê	108382.31	6080.39	0.0561013
Lexique	All Words	Token	e	Medial	ei	108382.31	1239.05	0.0114322
Lexique	All Words	Token	e	Medial	aî	108382.31	1136.03	0.0104817
Lexique	All Words	Token	e	Medial	a	108382.31	1113.72	0.0102758
Lexique	All Words	Token	e	Medial	es	108382.31	118.38	0.0010922
Lexique	All Words	Token	e	Medial	hai	108382.31	86.71	0.0008
Lexique	All Words	Token	e	Medial	ep	108382.31	84.4	0.0007787
Lexique	All Words	Token	e	Medial	aie	108382.31	68.36	0.0006307
Lexique	All Words	Token	e	Medial	hé	108382.31	34.34	0.0003168
Lexique	All Words	Token	e	Medial	ë	108382.31	6.83	0.000063
Lexique	All Words	Token	e	Medial	ea	108382.31	6.51	0.0000601
Lexique	All Words	Token	e	Medial	oe	108382.31	4.27	0.0000394
Lexique	All Words	Token	e	Medial	hè	108382.31	3.86	0.0000356
Lexique	All Words	Token	e	Medial	ey	108382.31	2.52	0.0000233
Lexique	All Words	Token	e	Medial	eî	108382.31	1.63	0.000015
Lexique	All Words	Token	e	Medial	ée	108382.31	1.52	0.000014
Lexique	All Words	Token	e	Medial	ae	108382.31	1.03	0.0000095
Lexique	All Words	Token	e	Medial	ay	108382.31	0.88	0.0000081
Lexique	All Words	Token	e	Medial	hê	108382.31	0.54	0.000005
Lexique	All Words	Token	e	Medial	he	108382.31	0.48	0.0000044
Lexique	All Words	Token	e	Medial	eh	108382.31	0.41	0.0000038
Lexique	All Words	Token	e	Medial	aigh	108382.31	0.14	0.0000013
Lexique	All Words	Token	e	Medial	ee	108382.31	0.14	0.0000013
Lexique	All Words	Token	a	Medial	a	85240.3	82302.64	0.9655367
Lexique	All Words	Token	a	Medial	â	85240.3	1598	0.018747
Lexique	All Words	Token	a	Medial	e	85240.3	1273.7	0.0149425
Lexique	All Words	Token	a	Medial	ap	85240.3	30.75	0.0003607
Lexique	All Words	Token	a	Medial	ha	85240.3	28.48	0.0003341
Lexique	All Words	Token	a	Medial	ah	85240.3	3.32	0.0000389
Lexique	All Words	Token	a	Medial	o	85240.3	1.22	0.0000143
Lexique	All Words	Token	a	Medial	ea	85240.3	0.95	0.0000111
Lexique	All Words	Token	a	Medial	ae	85240.3	0.48	0.0000056
Lexique	All Words	Token	a	Medial	ag	85240.3	0.48	0.0000056
Lexique	All Words	Token	a	Medial	aa	85240.3	0.14	0.0000016
Lexique	All Words	Token	a	Medial	ad	85240.3	0.07	0.0000008
Lexique	All Words	Token	a	Medial	ao	85240.3	0.07	0.0000008
Lexique	All Words	Token	t	Medial	t	80991.24	73992.45	0.9135858
Lexique	All Words	Token	t	Medial	tt	80991.24	4145.34	0.0511826
Lexique	All Words	Token	t	Medial	te	80991.24	2152.7	0.0265794
Lexique	All Words	Token	t	Medial	th	80991.24	552.41	0.0068206
Lexique	All Words	Token	t	Medial	tte	80991.24	148.13	0.001829
Lexique	All Words	Token	t	Medial	the	80991.24	0.14	0.0000017
Lexique	All Words	Token	t	Medial	tth	80991.24	0.07	0.0000009
Lexique	All Words	Token	i	Medial	i	71532.02	69406.7	0.9702886
Lexique	All Words	Token	i	Medial	y	71532.02	1442.5	0.0201658
Lexique	All Words	Token	i	Medial	î	71532.02	228.69	0.003197
Lexique	All Words	Token	i	Medial	ï	71532.02	188.9	0.0026408
Lexique	All Words	Token	i	Medial	hi	71532.02	118.39	0.0016551
Lexique	All Words	Token	i	Medial	ie	71532.02	89.85	0.0012561
Lexique	All Words	Token	i	Medial	ee	71532.02	25.93	0.0003625
Lexique	All Words	Token	i	Medial	ea	71532.02	24.23	0.0003387
Lexique	All Words	Token	i	Medial	e	71532.02	2.97	0.0000415
Lexique	All Words	Token	i	Medial	u	71532.02	2.57	0.0000359
Lexique	All Words	Token	i	Medial	il	71532.02	1.08	0.0000151
Lexique	All Words	Token	i	Medial	hy	71532.02	0.21	0.0000029
Lexique	All Words	Token	o	Medial	o	60187.97	53964.45	0.8965986
Lexique	All Words	Token	o	Medial	au	60187.97	3906.32	0.064902
Lexique	All Words	Token	o	Medial	ô	60187.97	1362.62	0.0226394
Lexique	All Words	Token	o	Medial	eau	60187.97	577.19	0.0095898
Lexique	All Words	Token	o	Medial	ho	60187.97	160.2	0.0026617
Lexique	All Words	Token	o	Medial	u	60187.97	134.07	0.0022275
Lexique	All Words	Token	o	Medial	oo	60187.97	51.23	0.0008512
Lexique	All Words	Token	o	Medial	a	60187.97	8.65	0.0001437
Lexique	All Words	Token	o	Medial	oa	60187.97	6.42	0.0001067
Lexique	All Words	Token	o	Medial	hau	60187.97	5.96	0.000099
Lexique	All Words	Token	o	Medial	ach	60187.97	5.14	0.0000854
Lexique	All Words	Token	o	Medial	ow	60187.97	2.04	0.0000339
Lexique	All Words	Token	o	Medial	ü	60187.97	1.49	0.0000248
Lexique	All Words	Token	o	Medial	aw	60187.97	1.02	0.0000169
Lexique	All Words	Token	o	Medial	os	60187.97	0.55	0.0000091
Lexique	All Words	Token	o	Medial	haw	60187.97	0.27	0.0000045
Lexique	All Words	Token	o	Medial	oh	60187.97	0.14	0.0000023
Lexique	All Words	Token	o	Medial	ou	60187.97	0.14	0.0000023
Lexique	All Words	Token	o	Medial	aul	60187.97	0.07	0.0000012
Lexique	All Words	Token	s	Medial	s	53289.86	21653.97	0.4063432
Lexique	All Words	Token	s	Medial	ss	53289.86	14538.13	0.2728123
Lexique	All Words	Token	s	Medial	c	53289.86	7676.47	0.1440512
Lexique	All Words	Token	s	Medial	t	53289.86	4932.8	0.0925655
Lexique	All Words	Token	s	Medial	ç	53289.86	2533.98	0.0475509
Lexique	All Words	Token	s	Medial	sc	53289.86	890.48	0.0167101
Lexique	All Words	Token	s	Medial	sse	53289.86	578.91	0.0108634
Lexique	All Words	Token	s	Medial	ce	53289.86	395.72	0.0074258
Lexique	All Words	Token	s	Medial	se	53289.86	36.91	0.0006926
Lexique	All Words	Token	s	Medial	x	53289.86	31.42	0.0005896
Lexique	All Words	Token	s	Medial	sç	53289.86	7.65	0.0001436
Lexique	All Words	Token	s	Medial	sth	53289.86	5.96	0.0001118
Lexique	All Words	Token	s	Medial	z	53289.86	4.49	0.0000843
Lexique	All Words	Token	s	Medial	sce	53289.86	2.9	0.0000544
Lexique	All Words	Token	s	Medial	sh	53289.86	0.07	0.0000013
Lexique	All Words	Token	l	Medial	l	48063.23	41025.84	0.8535806
Lexique	All Words	Token	l	Medial	ll	48063.23	4332.95	0.090151
Lexique	All Words	Token	l	Medial	le	48063.23	1659.67	0.034531
Lexique	All Words	Token	l	Medial	lle	48063.23	732.05	0.015231
Lexique	All Words	Token	l	Medial	lh	48063.23	275.66	0.0057354
Lexique	All Words	Token	l	Medial	lp	48063.23	37.06	0.0007711
Lexique	All Words	Token	9	Medial	e	45365.37	29551.3	0.6514066
Lexique	All Words	Token	9	Medial	eu	45365.37	13663.73	0.301193
Lexique	All Words	Token	9	Medial	ai	45365.37	900.55	0.019851
Lexique	All Words	Token	9	Medial	oeu	45365.37	709.35	0.0156364
Lexique	All Words	Token	9	Medial	on	45365.37	286.76	0.0063211
Lexique	All Words	Token	9	Medial	ue	45365.37	170.7	0.0037628
Lexique	All Words	Token	9	Medial	u	45365.37	57.76	0.0012732
Lexique	All Words	Token	9	Medial	i	45365.37	16.59	0.0003657
Lexique	All Words	Token	9	Medial	eû	45365.37	5.91	0.0001303
Lexique	All Words	Token	9	Medial	a	45365.37	1.22	0.0000269
Lexique	All Words	Token	9	Medial	o	45365.37	0.61	0.0000134
Lexique	All Words	Token	9	Medial	ö	45365.37	0.61	0.0000134
Lexique	All Words	Token	9	Medial	ea	45365.37	0.14	0.0000031
Lexique	All Words	Token	9	Medial	euh	45365.37	0.14	0.0000031
Lexique	All Words	Token	v	Medial	v	38822.43	36617.63	0.9432081
Lexique	All Words	Token	v	Medial	ve	38822.43	2198.32	0.056625
Lexique	All Words	Token	v	Medial	w	38822.43	6.48	0.0001669
Lexique	All Words	Token	u	Medial	ou	38267.62	37919.83	0.9909116
Lexique	All Words	Token	u	Medial	oû	38267.62	217.97	0.0056959
Lexique	All Words	Token	u	Medial	oo	38267.62	41.94	0.001096
Lexique	All Words	Token	u	Medial	oue	38267.62	35.41	0.0009253
Lexique	All Words	Token	u	Medial	u	38267.62	19.67	0.000514
Lexique	All Words	Token	u	Medial	aou	38267.62	12.27	0.0003206
Lexique	All Words	Token	u	Medial	ow	38267.62	9.94	0.0002597
Lexique	All Words	Token	u	Medial	ue	38267.62	5.68	0.0001484
Lexique	All Words	Token	u	Medial	e	38267.62	3.42	0.0000894
Lexique	All Words	Token	u	Medial	hou	38267.62	1.35	0.0000353
Lexique	All Words	Token	u	Medial	o	38267.62	0.14	0.0000037
Lexique	All Words	Token	j	Medial	i	37881.2	34211.71	0.9031316
Lexique	All Words	Token	j	Medial	ill	37881.2	2536.65	0.0669633
Lexique	All Words	Token	j	Medial	y	37881.2	919.12	0.0242632
Lexique	All Words	Token	j	Medial	ille	37881.2	123.83	0.0032689
Lexique	All Words	Token	j	Medial	ï	37881.2	49.64	0.0013104
Lexique	All Words	Token	j	Medial	hi	37881.2	31.56	0.0008331
Lexique	All Words	Token	j	Medial	ye	37881.2	4.97	0.0001312
Lexique	All Words	Token	j	Medial	illi	37881.2	2.97	0.0000784
Lexique	All Words	Token	j	Medial	j	37881.2	0.68	0.000018
Lexique	All Words	Token	j	Medial	l	37881.2	0.07	0.0000018
Lexique	All Words	Token	m	Medial	m	32481.13	28663.27	0.8824591
Lexique	All Words	Token	m	Medial	mm	32481.13	3163.35	0.0973904
Lexique	All Words	Token	m	Medial	me	32481.13	638.37	0.0196536
Lexique	All Words	Token	m	Medial	mme	32481.13	16	0.0004926
Lexique	All Words	Token	m	Medial	mp	32481.13	0.14	0.0000043
Lexique	All Words	Token	%	Medial	en	32209	15375.76	0.4773746
Lexique	All Words	Token	%	Medial	an	32209	13219.51	0.4104291
Lexique	All Words	Token	%	Medial	em	32209	2216.96	0.0688305
Lexique	All Words	Token	%	Medial	am	32209	1332.39	0.041367
Lexique	All Words	Token	%	Medial	hen	32209	58.81	0.0018259
Lexique	All Words	Token	%	Medial	han	32209	4.29	0.0001332
Lexique	All Words	Token	%	Medial	ang	32209	1.28	0.0000397
Lexique	All Words	Token	p	Medial	p	28459.85	23631.56	0.8303473
Lexique	All Words	Token	p	Medial	pp	28459.85	3263.09	0.1146559
Lexique	All Words	Token	p	Medial	b	28459.85	929.84	0.032672
Lexique	All Words	Token	p	Medial	ppe	28459.85	457.6	0.0160788
Lexique	All Words	Token	p	Medial	pe	28459.85	177.76	0.006246
Lexique	All Words	Token	y	Medial	u	28260.63	27380.5	0.9688567
Lexique	All Words	Token	y	Medial	û	28260.63	802.74	0.0284049
Lexique	All Words	Token	y	Medial	ue	28260.63	43.09	0.0015247
Lexique	All Words	Token	y	Medial	hu	28260.63	26.4	0.0009342
Lexique	All Words	Token	y	Medial	üh	28260.63	4.59	0.0001624
Lexique	All Words	Token	y	Medial	ui	28260.63	3.24	0.0001146
Lexique	All Words	Token	y	Medial	ü	28260.63	0.07	0.0000025
Lexique	All Words	Token	n	Medial	n	26847.33	20818.24	0.7754306
Lexique	All Words	Token	n	Medial	nn	26847.33	4934.01	0.1837803
Lexique	All Words	Token	n	Medial	nne	26847.33	412.47	0.0153635
Lexique	All Words	Token	n	Medial	ne	26847.33	367.36	0.0136833
Lexique	All Words	Token	n	Medial	nh	26847.33	237.16	0.0088337
Lexique	All Words	Token	n	Medial	mn	26847.33	76.93	0.0028655
Lexique	All Words	Token	n	Medial	mne	26847.33	1.16	0.0000432
Lexique	All Words	Token	k	Medial	c	24570.17	17367.77	0.7068641
Lexique	All Words	Token	k	Medial	qu	24570.17	4744.43	0.1930972
Lexique	All Words	Token	k	Medial	cc	24570.17	1493.08	0.060768
Lexique	All Words	Token	k	Medial	que	24570.17	365.56	0.0148782
Lexique	All Words	Token	k	Medial	ch	24570.17	205.83	0.0083772
Lexique	All Words	Token	k	Medial	k	24570.17	169.62	0.0069035
Lexique	All Words	Token	k	Medial	cqu	24570.17	75.96	0.0030916
Lexique	All Words	Token	k	Medial	q	24570.17	72.13	0.0029357
Lexique	All Words	Token	k	Medial	ck	24570.17	52.45	0.0021347
Lexique	All Words	Token	k	Medial	cch	24570.17	7.99	0.0003252
Lexique	All Words	Token	k	Medial	ckh	24570.17	6.15	0.0002503
Lexique	All Words	Token	k	Medial	kh	24570.17	3.14	0.0001278
Lexique	All Words	Token	k	Medial	cke	24570.17	2.51	0.0001022
Lexique	All Words	Token	k	Medial	cque	24570.17	2.39	0.0000973
Lexique	All Words	Token	k	Medial	ke	24570.17	0.75	0.0000305
Lexique	All Words	Token	k	Medial	kk	24570.17	0.27	0.000011
Lexique	All Words	Token	k	Medial	g	24570.17	0.14	0.0000057
Lexique	All Words	Token	d	Medial	d	22113.2	21412.14	0.9682968
Lexique	All Words	Token	d	Medial	de	22113.2	654.21	0.0295846
Lexique	All Words	Token	d	Medial	dd	22113.2	25.63	0.001159
Lexique	All Words	Token	d	Medial	dh	22113.2	15.34	0.0006937
Lexique	All Words	Token	d	Medial	ddh	22113.2	5.88	0.0002659
Lexique	All Words	Token	&	Medial	on	16960.72	12283.03	0.7242045
Lexique	All Words	Token	&	Medial	om	16960.72	3844.94	0.2266967
Lexique	All Words	Token	&	Medial	omp	16960.72	488.25	0.0287871
Lexique	All Words	Token	&	Medial	ong	16960.72	335.54	0.0197834
Lexique	All Words	Token	&	Medial	un	16960.72	3.67	0.0002164
Lexique	All Words	Token	&	Medial	ont	16960.72	2.65	0.0001562
Lexique	All Words	Token	&	Medial	um	16960.72	1.35	0.0000796
Lexique	All Words	Token	&	Medial	hon	16960.72	1.29	0.0000761
Lexique	All Words	Token	z	Medial	s	16547.99	15357.2	0.9280402
Lexique	All Words	Token	z	Medial	se	16547.99	545.22	0.0329478
Lexique	All Words	Token	z	Medial	z	16547.99	476.25	0.0287799
Lexique	All Words	Token	z	Medial	x	16547.99	98.17	0.0059324
Lexique	All Words	Token	z	Medial	sh	16547.99	54.56	0.0032971
Lexique	All Words	Token	z	Medial	zz	16547.99	13.06	0.0007892
Lexique	All Words	Token	z	Medial	si	16547.99	2.57	0.0001553
Lexique	All Words	Token	z	Medial	ze	16547.99	0.89	0.0000538
Lexique	All Words	Token	z	Medial	th	16547.99	0.07	0.0000042
Lexique	All Words	Token	b	Medial	b	16360.37	16261.27	0.9939427
Lexique	All Words	Token	b	Medial	bb	16360.37	53.76	0.003286
Lexique	All Words	Token	b	Medial	be	16360.37	43.7	0.0026711
Lexique	All Words	Token	b	Medial	bh	16360.37	1.64	0.0001002
Lexique	All Words	Token	8	Medial	u	14714.22	14714.22	1
Lexique	All Words	Token	f	Medial	f	12318.72	7768.14	0.6305964
Lexique	All Words	Token	f	Medial	ff	12318.72	3774.21	0.30638
Lexique	All Words	Token	f	Medial	ph	12318.72	745.65	0.0605298
Lexique	All Words	Token	f	Medial	ffe	12318.72	16.54	0.0013427
Lexique	All Words	Token	f	Medial	fe	12318.72	13.09	0.0010626
Lexique	All Words	Token	f	Medial	phe	12318.72	0.68	0.0000552
Lexique	All Words	Token	f	Medial	fs	12318.72	0.34	0.0000276
Lexique	All Words	Token	f	Medial	fh	12318.72	0.07	0.0000057
Lexique	All Words	Token	Z	Medial	g	10355.97	5596.52	0.5404149
Lexique	All Words	Token	Z	Medial	j	10355.97	3244.07	0.313256
Lexique	All Words	Token	Z	Medial	ge	10355.97	1441.3	0.1391758
Lexique	All Words	Token	Z	Medial	je	10355.97	74.08	0.0071534
Lexique	All Words	Token	wa	Medial	oi	10061.59	9634.37	0.9575395
Lexique	All Words	Token	wa	Medial	oî	10061.59	162.79	0.0161794
Lexique	All Words	Token	wa	Medial	eoi	10061.59	69.46	0.0069035
Lexique	All Words	Token	wa	Medial	ua	10061.59	66.42	0.0066013
