Corpus	InfMorpho	FreqCount	Phoneme	Position	Unit	TotalFreq	UnitFreq	UnitProb
ManG15	Inflected	Token	j	Any	illi	9836.5	0.03	0.0000027
ManG15	Inflected	Token	j	Any	j	9836.5	0.01	0.0000013
ManG15	Inflected	Token	S	Any	ch	9634.83	6594.19	0.6844117
ManG15	Inflected	Token	S	Any	che	9634.83	3038.21	0.3153358
ManG15	Inflected	Token	S	Any	sch	9634.83	2.18	0.0002258
ManG15	Inflected	Token	S	Any	sh	9634.83	0.23	0.0000243
ManG15	Inflected	Token	S	Any	she	9634.83	0.02	0.0000024
ManG15	Inflected	Token	8	Any	u	9076.2	9025.46	0.9944095
ManG15	Inflected	Token	8	Any	hu	9076.2	50.74	0.0055905
ManG15	Inflected	Token	Z	Any	j	8809.87	3250.58	0.3689698
ManG15	Inflected	Token	Z	Any	ge	8809.87	2881.86	0.3271172
ManG15	Inflected	Token	Z	Any	g	8809.87	2665.16	0.3025194
ManG15	Inflected	Token	Z	Any	je	8809.87	12.28	0.0013936
ManG15	Inflected	Token	z	Any	s	8447.8	5170.77	0.6120853
ManG15	Inflected	Token	z	Any	se	8447.8	3137.63	0.3714145
ManG15	Inflected	Token	z	Any	z	8447.8	129.66	0.015348
ManG15	Inflected	Token	z	Any	sh	8447.8	8.55	0.0010126
ManG15	Inflected	Token	z	Any	ze	8447.8	0.6	0.000071
ManG15	Inflected	Token	z	Any	zz	8447.8	0.54	0.0000634
ManG15	Inflected	Token	z	Any	x	8447.8	0.04	0.0000052
ManG15	Inflected	Token	wa	Any	oi	7432.44	7296.87	0.9817596
ManG15	Inflected	Token	wa	Any	oî	7432.44	47.46	0.0063855
ManG15	Inflected	Token	wa	Any	eoi	7432.44	45.12	0.0060702
ManG15	Inflected	Token	wa	Any	oua	7432.44	31.03	0.0041754
ManG15	Inflected	Token	wa	Any	oie	7432.44	8.19	0.0011018
ManG15	Inflected	Token	wa	Any	ua	7432.44	2.82	0.00038
ManG15	Inflected	Token	wa	Any	wa	7432.44	0.69	0.0000923
ManG15	Inflected	Token	wa	Any	oe	7432.44	0.24	0.0000327
ManG15	Inflected	Token	wa	Any	oê	7432.44	0.02	0.0000025
ManG15	Inflected	Token	g	Any	g	7318.35	6289.29	0.8593865
ManG15	Inflected	Token	g	Any	gue	7318.35	486.63	0.0664942
ManG15	Inflected	Token	g	Any	gu	7318.35	433.3	0.0592072
ManG15	Inflected	Token	g	Any	c	7318.35	104.9	0.0143335
ManG15	Inflected	Token	g	Any	gg	7318.35	4.12	0.0005626
ManG15	Inflected	Token	g	Any	gh	7318.35	0.12	0.000016
ManG15	Inflected	Token	5	Any	in	5922.85	2685.35	0.4533885
ManG15	Inflected	Token	5	Any	en	5922.85	1356.28	0.2289917
ManG15	Inflected	Token	5	Any	ain	5922.85	1134.98	0.1916275
ManG15	Inflected	Token	5	Any	im	5922.85	320.13	0.0540499
ManG15	Inflected	Token	5	Any	ein	5922.85	303.31	0.0512102
ManG15	Inflected	Token	5	Any	un	5922.85	92.65	0.0156434
ManG15	Inflected	Token	5	Any	ym	5922.85	19.16	0.0032348
ManG15	Inflected	Token	5	Any	um	5922.85	7.95	0.0013429
ManG15	Inflected	Token	5	Any	în	5922.85	0.98	0.0001649
ManG15	Inflected	Token	5	Any	ïn	5922.85	0.98	0.0001646
ManG15	Inflected	Token	5	Any	aim	5922.85	0.6	0.000102
ManG15	Inflected	Token	5	Any	e	5922.85	0.22	0.0000368
ManG15	Inflected	Token	5	Any	hin	5922.85	0.19	0.0000327
ManG15	Inflected	Token	5	Any	yn	5922.85	0.04	0.0000073
ManG15	Inflected	Token	5	Any	hum	5922.85	0.01	0.0000025
ManG15	Inflected	Token	N	Any	gn	1766.64	913	0.5168005
ManG15	Inflected	Token	N	Any	gne	1766.64	849.05	0.4806012
ManG15	Inflected	Token	N	Any	gni	1766.64	4.59	0.0025983
ManG15	Inflected	Token	ij	Any	i	1621.56	742.12	0.4576562
ManG15	Inflected	Token	ij	Any	ille	1621.56	463.72	0.2859727
ManG15	Inflected	Token	ij	Any	ill	1621.56	285.09	0.1758134
ManG15	Inflected	Token	ij	Any	y	1621.56	129.29	0.0797297
ManG15	Inflected	Token	ij	Any	ii	1621.56	1.34	0.0008238
ManG15	Inflected	Token	ij	Any	illi	1621.56	0.01	0.0000042
ManG15	Inflected	Token	ks	Any	x	1137.79	820.32	0.7209784
ManG15	Inflected	Token	ks	Any	ct	1137.79	112.34	0.0987384
ManG15	Inflected	Token	ks	Any	cc	1137.79	108.33	0.0952082
ManG15	Inflected	Token	ks	Any	xe	1137.79	58.8	0.0516805
ManG15	Inflected	Token	ks	Any	xc	1137.79	38	0.0333947
ManG15	Inflected	Token	waj	Any	oy	1072.36	1072.35	0.9999855
ManG15	Inflected	Token	waj	Any	ouaill	1072.36	0.02	0.0000145
ManG15	Inflected	Token	w	Any	ou	780.67	773.26	0.9905027
ManG15	Inflected	Token	w	Any	w	780.67	5.97	0.00765
ManG15	Inflected	Token	w	Any	hu	780.67	1.44	0.0018473
ManG15	Inflected	Token	w5	Any	oin	534.56	530.58	0.9925661
ManG15	Inflected	Token	w5	Any	ouin	534.56	3.97	0.0074282
ManG15	Inflected	Token	w5	Any	ooin	534.56	0	0.0000057
ManG15	Inflected	Token	gz	Any	x	366.41	364.67	0.9952573
ManG15	Inflected	Token	gz	Any	gz	366.41	1.61	0.0044065
ManG15	Inflected	Token	gz	Any	xh	366.41	0.12	0.0003361
ManG15	Inflected	Token	dZ	Any	dj	104.46	104.3	0.9985008
ManG15	Inflected	Token	dZ	Any	g	104.46	0.07	0.0007054
ManG15	Inflected	Token	dZ	Any	j	104.46	0.05	0.0004827
ManG15	Inflected	Token	dZ	Any	dg	104.46	0.03	0.0003111
ManG15	Inflected	Token	tS	Any	ch	5.35	2.04	0.3809185
ManG15	Inflected	Token	tS	Any	che	5.35	1.86	0.3481291
ManG15	Inflected	Token	tS	Any	tch	5.35	1.05	0.1965789
ManG15	Inflected	Token	tS	Any	tche	5.35	0.4	0.0743735
ManG15	Inflected	Token	G	Any	ng	0.12	0.12	1
ManG15	Inflected	Token	dz	Any	dz	0.04	0.03	0.8115183
ManG15	Inflected	Token	dz	Any	zz	0.04	0.01	0.1884817
ManG15	Inflected	Token	l	Initial	l	54944.67	54944.67	1
ManG15	Inflected	Token	d	Initial	d	25126	25126	1
ManG15	Inflected	Token	s	Initial	s	24284.44	19868.94	0.8181758
ManG15	Inflected	Token	s	Initial	c	24284.44	4346.03	0.1789637
ManG15	Inflected	Token	s	Initial	sc	24284.44	69.46	0.0028605
ManG15	Inflected	Token	p	Initial	p	24200.73	24200.73	1
ManG15	Inflected	Token	e	Initial	é	19492.43	8740.47	0.4484032
ManG15	Inflected	Token	e	Initial	e	19492.43	7934.48	0.4070544
ManG15	Inflected	Token	e	Initial	ai	19492.43	1317.35	0.0675824
ManG15	Inflected	Token	e	Initial	ê	19492.43	1280.33	0.0656835
ManG15	Inflected	Token	e	Initial	a	19492.43	79.61	0.0040839
ManG15	Inflected	Token	e	Initial	hé	19492.43	74.33	0.0038131
ManG15	Inflected	Token	e	Initial	he	19492.43	57.35	0.0029423
ManG15	Inflected	Token	e	Initial	aî	19492.43	4.83	0.0002478
ManG15	Inflected	Token	e	Initial	hê	19492.43	3.37	0.0001727
ManG15	Inflected	Token	e	Initial	hè	19492.43	0.31	0.0000159
ManG15	Inflected	Token	e	Initial	hai	19492.43	0.01	0.0000008
ManG15	Inflected	Token	a	Initial	a	16032.43	15458.7	0.9642142
ManG15	Inflected	Token	a	Initial	ha	16032.43	526.05	0.0328118
ManG15	Inflected	Token	a	Initial	hâ	16032.43	26.44	0.0016491
ManG15	Inflected	Token	a	Initial	â	16032.43	21.24	0.0013248
ManG15	Inflected	Token	k	Initial	c	14469.47	12041.65	0.8322108
ManG15	Inflected	Token	k	Initial	qu	14469.47	2316.61	0.1601036
ManG15	Inflected	Token	k	Initial	k	14469.47	104.6	0.0072288
ManG15	Inflected	Token	k	Initial	ch	14469.47	6.56	0.0004534
ManG15	Inflected	Token	k	Initial	q	14469.47	0.05	0.0000034
ManG15	Inflected	Token	f	Initial	f	13883.45	12946.97	0.932547
ManG15	Inflected	Token	f	Initial	ph	13883.45	936.48	0.067453
ManG15	Inflected	Token	R	Initial	r	13370.69	13367.08	0.9997296
ManG15	Inflected	Token	R	Initial	rh	13370.69	3.61	0.0002704
ManG15	Inflected	Token	y	Initial	u	12031.73	11874.41	0.986925
ManG15	Inflected	Token	y	Initial	hu	12031.73	125.04	0.0103921
ManG15	Inflected	Token	y	Initial	eu	12031.73	30.74	0.0025553
ManG15	Inflected	Token	y	Initial	eû	12031.73	1.53	0.0001276
ManG15	Inflected	Token	m	Initial	m	11882.64	11882.64	1
ManG15	Inflected	Token	v	Initial	v	11253.69	11249.43	0.9996219
ManG15	Inflected	Token	v	Initial	w	11253.69	4.25	0.0003781
ManG15	Inflected	Token	t	Initial	t	11025.4	11014.15	0.9989802
ManG15	Inflected	Token	t	Initial	th	11025.4	11.24	0.0010198
ManG15	Inflected	Token	b	Initial	b	6530.58	6530.58	1
ManG15	Inflected	Token	%	Initial	en	4857.82	4128.2	0.8498052
ManG15	Inflected	Token	%	Initial	em	4857.82	629.08	0.1294986
ManG15	Inflected	Token	%	Initial	an	4857.82	90.43	0.018616
ManG15	Inflected	Token	%	Initial	han	4857.82	6.86	0.0014132
ManG15	Inflected	Token	%	Initial	am	4857.82	2.35	0.0004847
ManG15	Inflected	Token	%	Initial	e	4857.82	0.67	0.0001389
ManG15	Inflected	Token	%	Initial	ham	4857.82	0.21	0.0000435
ManG15	Inflected	Token	g	Initial	g	4269.42	4081.68	0.9560263
ManG15	Inflected	Token	g	Initial	gu	4269.42	187.74	0.0439737
ManG15	Inflected	Token	i	Initial	i	4164.99	3910.13	0.9388081
ManG15	Inflected	Token	i	Initial	hi	4164.99	225.69	0.0541878
ManG15	Inflected	Token	i	Initial	î	4164.99	28.48	0.0068387
ManG15	Inflected	Token	i	Initial	hy	4164.99	0.69	0.0001653
ManG15	Inflected	Token	S	Initial	ch	3735.05	3732.64	0.9993549
ManG15	Inflected	Token	S	Initial	sch	3735.05	2.18	0.0005824
ManG15	Inflected	Token	S	Initial	sh	3735.05	0.23	0.0000627
ManG15	Inflected	Token	n	Initial	n	3425.87	3425.87	1
ManG15	Inflected	Token	o	Initial	au	3413.1	1460.75	0.4279847
ManG15	Inflected	Token	o	Initial	o	3413.1	1402.39	0.4108835
ManG15	Inflected	Token	o	Initial	ho	3413.1	344.19	0.1008438
ManG15	Inflected	Token	o	Initial	hau	3413.1	145.55	0.042644
ManG15	Inflected	Token	o	Initial	ô	3413.1	20.07	0.0058789
ManG15	Inflected	Token	o	Initial	aux	3413.1	15.27	0.0044731
ManG15	Inflected	Token	o	Initial	oi	3413.1	14.19	0.0041588
ManG15	Inflected	Token	o	Initial	hô	3413.1	10.49	0.0030735
ManG15	Inflected	Token	o	Initial	aul	3413.1	0.2	0.0000598
ManG15	Inflected	Token	Z	Initial	j	2817.54	2474.36	0.8782001
ManG15	Inflected	Token	Z	Initial	g	2817.54	343.15	0.1217914
ManG15	Inflected	Token	Z	Initial	ge	2817.54	0.02	0.0000085
ManG15	Inflected	Token	5	Initial	in	1720.93	1546.08	0.898402
ManG15	Inflected	Token	5	Initial	im	1720.93	174.63	0.1014768
ManG15	Inflected	Token	5	Initial	hin	1720.93	0.19	0.0001127
ManG15	Inflected	Token	5	Initial	hum	1720.93	0.01	0.0000085
ManG15	Inflected	Token	u	Initial	ou	822.86	822.49	0.9995417
ManG15	Inflected	Token	u	Initial	hou	822.86	0.33	0.0004059
ManG15	Inflected	Token	u	Initial	hu	822.86	0.04	0.0000523
ManG15	Inflected	Token	j	Initial	y	665.83	665.78	0.9999277
ManG15	Inflected	Token	j	Initial	hy	665.83	0.05	0.0000723
ManG15	Inflected	Token	9	Initial	heu	455.01	439.9	0.9667906
ManG15	Inflected	Token	9	Initial	oeu	455.01	6.75	0.0148289
ManG15	Inflected	Token	9	Initial	oe	455.01	4.46	0.0098121
ManG15	Inflected	Token	9	Initial	eu	455.01	3.9	0.0085683
ManG15	Inflected	Token	wa	Initial	oi	261.84	261.53	0.9987798
ManG15	Inflected	Token	wa	Initial	wa	261.84	0.3	0.001161
ManG15	Inflected	Token	wa	Initial	oua	261.84	0.02	0.0000592
ManG15	Inflected	Token	z	Initial	z	59.12	59.12	1
ManG15	Inflected	Token	8	Initial	hu	50.74	50.74	1
ManG15	Inflected	Token	&	Initial	on	36.55	23.23	0.6355199
ManG15	Inflected	Token	&	Initial	om	36.55	13.3	0.3639802
ManG15	Inflected	Token	&	Initial	hon	36.55	0.02	0.0004998
ManG15	Inflected	Token	w	Initial	w	2.56	1.87	0.7300754
ManG15	Inflected	Token	w	Initial	ou	2.56	0.69	0.2699246
ManG15	Inflected	Token	dZ	Initial	dj	0.26	0.21	0.8240806
ManG15	Inflected	Token	dZ	Initial	j	0.26	0.03	0.1040056
ManG15	Inflected	Token	dZ	Initial	g	0.26	0.02	0.0719138
ManG15	Inflected	Token	waj	Initial	oy	0.02	0.02	1
ManG15	Inflected	Token	R	Medial	r	51442.17	48483.09	0.9424775
ManG15	Inflected	Token	R	Medial	rr	51442.17	2937.17	0.0570966
ManG15	Inflected	Token	R	Medial	re	51442.17	14.77	0.0002871
ManG15	Inflected	Token	R	Medial	rh	51442.17	4.92	0.0000956
ManG15	Inflected	Token	R	Medial	rre	51442.17	2.22	0.0000432
ManG15	Inflected	Token	e	Medial	e	40366.59	19191.55	0.4754316
ManG15	Inflected	Token	e	Medial	é	40366.59	8886.99	0.2201571
ManG15	Inflected	Token	e	Medial	ai	40366.59	4324.77	0.1071375
ManG15	Inflected	Token	e	Medial	è	40366.59	3960.46	0.0981124
ManG15	Inflected	Token	e	Medial	ê	40366.59	1946.18	0.0482128
ManG15	Inflected	Token	e	Medial	ei	40366.59	858.95	0.0212786
ManG15	Inflected	Token	e	Medial	aî	40366.59	616.07	0.0152618
ManG15	Inflected	Token	e	Medial	a	40366.59	412.17	0.0102107
ManG15	Inflected	Token	e	Medial	es	40366.59	113.88	0.0028212
ManG15	Inflected	Token	e	Medial	hai	40366.59	49.2	0.0012188
ManG15	Inflected	Token	e	Medial	aie	40366.59	4.57	0.0001131
ManG15	Inflected	Token	e	Medial	hé	40366.59	1.04	0.0000259
ManG15	Inflected	Token	e	Medial	ë	40366.59	0.46	0.0000115
ManG15	Inflected	Token	e	Medial	ea	40366.59	0.27	0.0000067
ManG15	Inflected	Token	e	Medial	ay	40366.59	0.01	0.0000004
ManG15	Inflected	Token	t	Medial	t	30251.15	27098.36	0.8957793
ManG15	Inflected	Token	t	Medial	tt	30251.15	2239.54	0.0740317
ManG15	Inflected	Token	t	Medial	te	30251.15	819.55	0.0270916
ManG15	Inflected	Token	t	Medial	th	30251.15	75.64	0.0025004
ManG15	Inflected	Token	t	Medial	tte	30251.15	18.06	0.000597
ManG15	Inflected	Token	i	Medial	i	27494.1	27130.78	0.9867853
ManG15	Inflected	Token	i	Medial	y	27494.1	226.94	0.0082542
ManG15	Inflected	Token	i	Medial	î	27494.1	95.35	0.0034679
ManG15	Inflected	Token	i	Medial	hi	27494.1	31.75	0.0011549
ManG15	Inflected	Token	i	Medial	ie	27494.1	5.92	0.0002153
ManG15	Inflected	Token	i	Medial	ï	27494.1	2.18	0.0000794
ManG15	Inflected	Token	i	Medial	il	27494.1	0.89	0.0000323
ManG15	Inflected	Token	i	Medial	hy	27494.1	0.28	0.0000103
ManG15	Inflected	Token	i	Medial	e	27494.1	0.01	0.0000003
ManG15	Inflected	Token	a	Medial	a	26724.22	26309.05	0.9844644
ManG15	Inflected	Token	a	Medial	â	26724.22	363.07	0.0135858
ManG15	Inflected	Token	a	Medial	e	26724.22	46.2	0.0017288
ManG15	Inflected	Token	a	Medial	ap	26724.22	4.18	0.0001564
ManG15	Inflected	Token	a	Medial	ha	26724.22	1.15	0.000043
ManG15	Inflected	Token	a	Medial	ah	26724.22	0.58	0.0000217
ManG15	Inflected	Token	o	Medial	o	19937.31	18141	0.9099021
ManG15	Inflected	Token	o	Medial	au	19937.31	1586.74	0.0795866
ManG15	Inflected	Token	o	Medial	ô	19937.31	199.02	0.0099824
ManG15	Inflected	Token	o	Medial	u	19937.31	7.71	0.0003866
ManG15	Inflected	Token	o	Medial	oa	19937.31	1.02	0.0000513
ManG15	Inflected	Token	o	Medial	eau	19937.31	0.84	0.0000423
ManG15	Inflected	Token	o	Medial	oo	19937.31	0.25	0.0000123
ManG15	Inflected	Token	o	Medial	ach	19937.31	0.21	0.0000107
ManG15	Inflected	Token	o	Medial	ho	19937.31	0.21	0.0000106
ManG15	Inflected	Token	o	Medial	a	19937.31	0.2	0.00001
ManG15	Inflected	Token	o	Medial	hau	19937.31	0.05	0.0000025
ManG15	Inflected	Token	o	Medial	os	19937.31	0.05	0.0000023
ManG15	Inflected	Token	o	Medial	haw	19937.31	0.01	0.0000004
ManG15	Inflected	Token	9	Medial	e	18385.73	14078.57	0.7657338
ManG15	Inflected	Token	9	Medial	eu	18385.73	3663.32	0.1992481
ManG15	Inflected	Token	9	Medial	ai	18385.73	457.41	0.0248783
ManG15	Inflected	Token	9	Medial	ue	18385.73	137.81	0.0074956
ManG15	Inflected	Token	9	Medial	oeu	18385.73	46.95	0.0025537
ManG15	Inflected	Token	9	Medial	u	18385.73	1.6	0.0000868
ManG15	Inflected	Token	9	Medial	eû	18385.73	0.07	0.0000037
ManG15	Inflected	Token	l	Medial	l	17205.34	14467.89	0.8408952
ManG15	Inflected	Token	l	Medial	ll	17205.34	2417.55	0.1405117
ManG15	Inflected	Token	l	Medial	le	17205.34	279.4	0.016239
ManG15	Inflected	Token	l	Medial	lh	17205.34	18.84	0.0010949
ManG15	Inflected	Token	l	Medial	lle	17205.34	17.91	0.0010407
ManG15	Inflected	Token	l	Medial	lp	17205.34	3.76	0.0002185
ManG15	Inflected	Token	v	Medial	v	16095.62	15372.52	0.955075
ManG15	Inflected	Token	v	Medial	ve	16095.62	723.05	0.0449223
ManG15	Inflected	Token	v	Medial	w	16095.62	0.04	0.0000027
ManG15	Inflected	Token	s	Medial	s	15794.16	6339.4	0.4013761
ManG15	Inflected	Token	s	Medial	ss	15794.16	5238.88	0.3316974
ManG15	Inflected	Token	s	Medial	c	15794.16	2409.31	0.1525446
ManG15	Inflected	Token	s	Medial	ç	15794.16	935.19	0.0592114
ManG15	Inflected	Token	s	Medial	t	15794.16	502.98	0.0318457
ManG15	Inflected	Token	s	Medial	sc	15794.16	250.79	0.0158785
ManG15	Inflected	Token	s	Medial	sse	15794.16	70.61	0.0044705
ManG15	Inflected	Token	s	Medial	ce	15794.16	40.18	0.0025438
ManG15	Inflected	Token	s	Medial	se	15794.16	5.3	0.0003358
ManG15	Inflected	Token	s	Medial	sç	15794.16	1.52	0.000096
ManG15	Inflected	Token	u	Medial	ou	14939.33	14797.29	0.9904922
ManG15	Inflected	Token	u	Medial	oû	14939.33	119.07	0.00797
ManG15	Inflected	Token	u	Medial	ow	14939.33	16.35	0.0010945
ManG15	Inflected	Token	u	Medial	oue	14939.33	6.01	0.000402
ManG15	Inflected	Token	u	Medial	oo	14939.33	0.35	0.0000233
ManG15	Inflected	Token	u	Medial	u	14939.33	0.21	0.0000143
ManG15	Inflected	Token	u	Medial	e	14939.33	0.06	0.0000038
ManG15	Inflected	Token	%	Medial	an	14164.95	6528.4	0.4608842
ManG15	Inflected	Token	%	Medial	en	14164.95	6126.93	0.4325412
ManG15	Inflected	Token	%	Medial	em	14164.95	1199.57	0.084686
ManG15	Inflected	Token	%	Medial	am	14164.95	309.19	0.0218277
ManG15	Inflected	Token	%	Medial	hen	14164.95	0.86	0.0000608
ManG15	Inflected	Token	p	Medial	p	12412.69	9750.51	0.7855279
ManG15	Inflected	Token	p	Medial	pp	12412.69	1963.34	0.1581724
ManG15	Inflected	Token	p	Medial	b	12412.69	379.22	0.0305512
ManG15	Inflected	Token	p	Medial	ppe	12412.69	309.46	0.0249309
ManG15	Inflected	Token	p	Medial	pe	12412.69	10.15	0.0008176
ManG15	Inflected	Token	n	Medial	n	9412.79	7151.42	0.7597561
ManG15	Inflected	Token	n	Medial	nn	9412.79	2140.06	0.2273569
ManG15	Inflected	Token	n	Medial	nne	9412.79	79.31	0.0084255
ManG15	Inflected	Token	n	Medial	ne	9412.79	32.11	0.0034117
ManG15	Inflected	Token	n	Medial	mn	9412.79	7.39	0.0007855
ManG15	Inflected	Token	n	Medial	nh	9412.79	2.49	0.0002644
ManG15	Inflected	Token	8	Medial	u	9025.46	9025.46	1
ManG15	Inflected	Token	k	Medial	c	8959.28	6925.89	0.7730405
ManG15	Inflected	Token	k	Medial	qu	8959.28	1451.78	0.1620419
ManG15	Inflected	Token	k	Medial	cc	8959.28	511.07	0.057044
ManG15	Inflected	Token	k	Medial	que	8959.28	26.5	0.0029583
ManG15	Inflected	Token	k	Medial	k	8959.28	17.36	0.0019379
ManG15	Inflected	Token	k	Medial	ch	8959.28	12.9	0.0014404
ManG15	Inflected	Token	k	Medial	q	8959.28	7.56	0.0008437
ManG15	Inflected	Token	k	Medial	cqu	8959.28	5.35	0.0005976
ManG15	Inflected	Token	k	Medial	ck	8959.28	0.83	0.0000929
ManG15	Inflected	Token	k	Medial	cke	8959.28	0.02	0.0000017
ManG15	Inflected	Token	k	Medial	kk	8959.28	0.01	0.0000011
ManG15	Inflected	Token	d	Medial	d	8756.43	8712.15	0.9949441
ManG15	Inflected	Token	d	Medial	de	8756.43	41.48	0.0047374
ManG15	Inflected	Token	d	Medial	dd	8756.43	2.34	0.000267
ManG15	Inflected	Token	d	Medial	dh	8756.43	0.45	0.0000515
ManG15	Inflected	Token	m	Medial	m	8706.95	7629.61	0.8762667
ManG15	Inflected	Token	m	Medial	mm	8706.95	797.95	0.0916454
ManG15	Inflected	Token	m	Medial	me	8706.95	275.89	0.0316867
ManG15	Inflected	Token	m	Medial	mme	8706.95	3.49	0.0004012
ManG15	Inflected	Token	&	Medial	on	8381.71	5630.79	0.6717956
ManG15	Inflected	Token	&	Medial	om	8381.71	2493.7	0.2975174
ManG15	Inflected	Token	&	Medial	omp	8381.71	256.24	0.0305714
ManG15	Inflected	Token	&	Medial	ont	8381.71	0.91	0.0001082
ManG15	Inflected	Token	&	Medial	un	8381.71	0.06	0.0000074
ManG15	Inflected	Token	j	Medial	i	7739.82	6531.73	0.8439116
ManG15	Inflected	Token	j	Medial	ill	7739.82	740.4	0.0956612
ManG15	Inflected	Token	j	Medial	y	7739.82	437.84	0.0565693
ManG15	Inflected	Token	j	Medial	hi	7739.82	21.6	0.0027913
ManG15	Inflected	Token	j	Medial	ille	7739.82	7.17	0.0009262
ManG15	Inflected	Token	j	Medial	ye	7739.82	0.54	0.0000693
ManG15	Inflected	Token	j	Medial	ï	7739.82	0.51	0.0000661
ManG15	Inflected	Token	j	Medial	illi	7739.82	0.03	0.0000034
ManG15	Inflected	Token	j	Medial	j	7739.82	0.01	0.0000017
ManG15	Inflected	Token	y	Medial	u	5932.89	5761.26	0.9710728
ManG15	Inflected	Token	y	Medial	û	5932.89	163.03	0.027479
ManG15	Inflected	Token	y	Medial	hu	5932.89	4.97	0.0008371
ManG15	Inflected	Token	y	Medial	ue	5932.89	3.6	0.000607
ManG15	Inflected	Token	y	Medial	ui	5932.89	0.02	0.0000041
ManG15	Inflected	Token	z	Medial	s	5263.15	5170.77	0.9824484
ManG15	Inflected	Token	z	Medial	z	5263.15	70.54	0.0134017
ManG15	Inflected	Token	z	Medial	se	5263.15	12.71	0.0024145
ManG15	Inflected	Token	z	Medial	sh	5263.15	8.55	0.0016253
ManG15	Inflected	Token	z	Medial	zz	5263.15	0.54	0.0001017
ManG15	Inflected	Token	z	Medial	x	5263.15	0.04	0.0000084
ManG15	Inflected	Token	wa	Medial	oi	4665.35	4557.69	0.9769229
ManG15	Inflected	Token	wa	Medial	oî	4665.35	47.19	0.0101145
ManG15	Inflected	Token	wa	Medial	eoi	4665.35	45.12	0.0096705
ManG15	Inflected	Token	wa	Medial	oie	4665.35	8.19	0.0017553
ManG15	Inflected	Token	wa	Medial	oua	4665.35	3.74	0.0008012
ManG15	Inflected	Token	wa	Medial	ua	4665.35	2.79	0.0005975
ManG15	Inflected	Token	wa	Medial	wa	4665.35	0.38	0.0000819
ManG15	Inflected	Token	wa	Medial	oe	4665.35	0.24	0.000052
ManG15	Inflected	Token	wa	Medial	oê	4665.35	0.02	0.0000041
ManG15	Inflected	Token	f	Medial	f	4169.37	2517.88	0.603899
ManG15	Inflected	Token	f	Medial	ff	4169.37	1382.68	0.3316276
ManG15	Inflected	Token	f	Medial	ph	4169.37	268.51	0.0644007
ManG15	Inflected	Token	f	Medial	fe	4169.37	0.19	0.0000463
ManG15	Inflected	Token	f	Medial	ffe	4169.37	0.11	0.0000264
ManG15	Inflected	Token	b	Medial	b	4075.56	4065.94	0.9976412
ManG15	Inflected	Token	b	Medial	be	4075.56	9.61	0.0023588
ManG15	Inflected	Token	Z	Medial	g	3476.17	2322	0.6679779
ManG15	Inflected	Token	Z	Medial	j	3476.17	776.21	0.2232957
ManG15	Inflected	Token	Z	Medial	ge	3476.17	365.67	0.1051944
ManG15	Inflected	Token	Z	Medial	je	3476.17	12.28	0.003532
ManG15	Inflected	Token	S	Medial	ch	3100.33	2861.55	0.9229823
ManG15	Inflected	Token	S	Medial	che	3100.33	238.78	0.0770177
ManG15	Inflected	Token	g	Medial	g	2558.06	2202.66	0.861065
ManG15	Inflected	Token	g	Medial	gu	2558.06	245.56	0.0959935
ManG15	Inflected	Token	g	Medial	c	2558.06	104.87	0.0409975
ManG15	Inflected	Token	g	Medial	gg	2558.06	4.12	0.0016094
ManG15	Inflected	Token	g	Medial	gue	2558.06	0.74	0.0002889
ManG15	Inflected	Token	g	Medial	gh	2558.06	0.12	0.0000457
ManG15	Inflected	Token	5	Medial	ain	1365.1	549.49	0.40253
ManG15	Inflected	Token	5	Medial	in	1365.1	349.72	0.2561884
ManG15	Inflected	Token	5	Medial	ein	1365.1	150.52	0.1102661
ManG15	Inflected	Token	5	Medial	im	1365.1	145.5	0.1065821
ManG15	Inflected	Token	5	Medial	en	1365.1	128.05	0.0938054
ManG15	Inflected	Token	5	Medial	un	1365.1	21.16	0.0155
ManG15	Inflected	Token	5	Medial	ym	1365.1	19.16	0.0140352
ManG15	Inflected	Token	5	Medial	ïn	1365.1	0.98	0.0007143
ManG15	Inflected	Token	5	Medial	în	1365.1	0.26	0.0001869
ManG15	Inflected	Token	5	Medial	e	1365.1	0.22	0.0001597
ManG15	Inflected	Token	5	Medial	yn	1365.1	0.04	0.0000318
ManG15	Inflected	Token	ij	Medial	i	1167.21	742.12	0.6358054
ManG15	Inflected	Token	ij	Medial	ill	1167.21	285.09	0.2442513
ManG15	Inflected	Token	ij	Medial	y	1167.21	129.29	0.1107656
ManG15	Inflected	Token	ij	Medial	ille	1167.21	9.37	0.0080274
ManG15	Inflected	Token	ij	Medial	ii	1167.21	1.34	0.0011445
ManG15	Inflected	Token	ij	Medial	illi	1167.21	0.01	0.0000059
ManG15	Inflected	Token	ks	Medial	x	1079.18	820.32	0.7601313
ManG15	Inflected	Token	ks	Medial	ct	1079.18	112.34	0.1041004
ManG15	Inflected	Token	ks	Medial	cc	1079.18	108.33	0.1003785
ManG15	Inflected	Token	ks	Medial	xc	1079.18	38	0.0352082
ManG15	Inflected	Token	ks	Medial	xe	1079.18	0.2	0.0001817
ManG15	Inflected	Token	waj	Medial	oy	1072.34	1072.33	0.9999855
ManG15	Inflected	Token	waj	Medial	ouaill	1072.34	0.02	0.0000145
ManG15	Inflected	Token	N	Medial	gn	993.47	913	0.919004
