ortho	freql
intéressiez	0.34
intéressions	0.07
intéressons	0.07
intéressât	0.74
intéressèrent	0.27
intéressé	6.22
intéressé	3.45
intéressé	2.64
intéressée	2.36
intéressée	1.42
intéressée	0.95
intéressées	0.47
intéressées	0.68
intéressées	0.14
intéressés	1.76
intéressés	2.23
intéressés	2.03
intérieur	18.99
intérieur	133.51
intérieure	23.38
intérieurement	6.01
intérieures	4.86
intérieurs	3.38
intérieurs	2.36
intérim	1.89
intérimaire	0.14
intérimaire	0.2
intérimaires	0.07
intérimaires	0.27
intérims	0.14
intériorisa	0.07
intériorisait	0.0
intériorisation	0.07
intériorise	0.07
intériorisent	0.0
intérioriser	0.0
intériorisée	0.07
intériorisées	0.07
intériorisés	0.07
intériorité	0.41
intérêt	75.0
intérêts	22.36
inuit	0.0
inupik	0.07
inusabilité	0.07
inusable	1.55
inusables	0.41
inusité	0.47
inusitée	0.68
inusitées	0.2
inusités	0.07
inusuelle	0.07
inutile	53.04
inutile	2.23
inutilement	4.66
inutiles	17.3
inutiles	0.68
inutilisable	0.95
inutilisables	1.08
inutilisation	0.14
inutilisé	0.14
inutilisée	0.27
inutilisées	0.2
inutilisés	0.2
inutilité	3.51
inutilités	0.07
invagination	0.0
invaincu	0.34
invaincue	0.14
invaincues	0.07
invaincus	0.07
invalidant	0.0
invalidante	0.0
invalidation	0.0
invalide	0.27
invalide	0.54
invalide	0.07
invalider	0.0
invalides	0.54
invalides	3.85
invalidité	0.2
invalidités	0.07
invalidé	0.14
invalidés	0.07
invariable	1.55
invariablement	4.86
invariables	0.34
invariance	0.0
invasif	0.0
invasion	9.32
invasions	1.89
invasive	0.0
invasives	0.0
invectiva	0.2
invectivai	0.07
invectivaient	0.07
invectivait	0.41
invectivant	0.34
invective	0.81
invective	0.2
invectivent	0.07
invectiver	0.47
invectives	2.03
invendable	0.14
invendables	0.14
invendu	0.14
invendu	0.0
invendues	0.2
invendus	0.34
invendus	0.41
inventa	1.69
inventai	1.22
inventaient	0.81
inventaire	6.62
inventaires	0.88
inventais	1.69
inventait	3.85
inventant	1.42
invente	10.34
inventent	1.62
inventer	17.43
inventera	0.54
inventerai	0.34
inventeraient	0.07
inventerais	0.41
inventerait	0.68
inventeras	0.07
inventerez	0.0
inventeriez	0.0
inventerions	0.0
inventerons	0.0
inventeront	0.2
inventes	1.08
inventeur	0.47
inventeur	1.76
inventeurs	0.07
inventeurs	0.27
inventez	0.07
inventiez	0.0
inventif	0.74
inventifs	0.14
invention	10.81
inventions	4.86
inventions	0.34
inventive	0.41
inventivité	0.0
inventivités	0.07
inventons	0.07
inventoria	0.07
inventoriai	0.07
inventoriaient	0.07
inventoriait	0.14
inventorient	0.07
inventorier	0.74
inventorié	0.2
inventoriée	0.07
inventoriées	0.14
inventât	0.07
inventèrent	0.34
inventé	17.97
inventée	3.58
inventées	1.62
inventés	2.23
inversa	0.14
inversaient	0.14
inversait	0.2
inversant	0.41
inverse	11.82
inverse	6.22
inverse	0.41
inversement	2.64
inversent	0.2
inverser	1.01
inversera	0.0
inverserais	0.0
inverserait	0.0
inverses	0.54
inverses	0.0
inverseur	0.0
inversez	0.07
inversible	0.07
inversion	3.38
inversions	0.27
inversons	0.0
inversèrent	0.07
inversé	1.96
inversée	1.49
inversées	0.54
inversés	0.95
inverti	0.2
inverti	0.07
inverti	0.0
invertis	0.34
invertébré	0.07
invertébré	0.07
invertébrée	0.07
invertébrés	0.14
invertébrés	0.07
investi	0.14
investi	2.91
investie	0.14
investie	0.81
investies	0.14
investies	0.07
investigateur	0.07
investigateur	0.0
investigateurs	0.14
investigateurs	0.0
investigation	1.08
investigations	1.49
investigatrice	0.0
investigatrice	0.0
investigatrices	0.07
investiguant	0.0
investiguer	0.0
investir	2.36
investira	0.0
investirais	0.0
investirait	0.0
investirent	0.07
investirons	0.0
investiront	0.0
investis	0.14
investis	0.81
investissaient	0.14
investissais	0.14
investissait	0.2
investissant	0.41
investisse	0.14
investissement	1.35
investissements	1.42
investissent	0.2
investisseur	0.0
investisseur	0.0
investisseurs	0.0
investisseurs	0.07
investissez	0.0
investissons	0.0
investit	1.22
investiture	0.34
investitures	0.14
investît	0.0
invincibilité	0.27
invincible	4.59
invinciblement	1.22
invincibles	0.47
inviolabilité	0.14
inviolable	0.95
inviolables	0.41
inviolé	0.2
inviolée	0.0
inviolées	0.0
inviolés	0.14
invisibilité	0.27
invisible	36.35
invisible	3.65
invisible piston	0.07
invisiblement	0.41
invisibles	16.01
invisibles	0.74
invita	9.93
invitai	1.49
invitaient	2.36
invitais	1.01
invitait	8.92
invitant	0.14
invitant	3.72
invitante	0.34
invitantes	0.14
invitants	0.07
invitation	14.53
invitations	3.72
invite	3.45
invite	11.01
invitent	1.42
inviter	14.05
invitera	0.47
inviterai	0.34
inviteraient	0.14
inviterais	0.2
inviterait	0.54
inviteras	0.14
inviterez	0.07
inviteriez	0.14
inviterions	0.07
inviterons	0.14
inviteront	0.0
invites	0.74
invites	0.14
inviteur	0.07
inviteurs	0.07
invitez	0.47
invitiez	0.14
invitions	0.2
invitons	0.2
invitâmes	0.14
invitât	0.2
invitèrent	0.74
invité	14.05
invité	0.95
invité	6.08
invitée	5.2
invitée	0.61
invitée	2.03
invitées	0.74
invitées	0.14
invitées	0.54
invités	3.92
invités	0.95
invités	18.51
invivable	1.22
invocation	1.28
invocations	0.68
invocatoire	0.07
involontaire	5.61
involontairement	3.18
involontaires	1.01
involutif	0.07
involutifs	0.07
involution	0.07
invoqua	0.61
invoquai	0.2
invoquaient	0.34
invoquais	0.34
invoquait	1.28
invoquant	2.09
invoque	0.68
invoquent	0.27
invoquer	2.57
invoquera	0.07
invoquerai	0.14
invoquerais	0.07
invoquerait	0.0
invoquerez	0.07
invoquerons	0.0
invoques	0.14
invoquez	0.34
invoquons	0.0
invoquât	0.07
invoqué	1.22
invoquée	0.27
invoquées	0.07
invoqués	0.14
invraisemblable	7.3
invraisemblablement	0.14
invraisemblables	2.23
invraisemblance	1.35
invraisemblances	0.41
invulnérabilité	0.54
invulnérable	2.57
invulnérables	0.61
invérifiable	0.14
invérifiables	0.2
invétéré	0.27
invétéré	1.01
invétérée	0.07
invétérée	0.34
invétérées	0.14
invétérés	0.2
inébranlable	3.04
inébranlablement	0.2
inébranlables	0.68
inébranlé	0.07
inéchangeable	0.07
inécoutée	0.07
inédit	0.95
inédit	0.34
inédite	2.5
inédites	0.95
inédits	0.95
inédits	0.14
inéducable	0.0
inégal	2.84
inégalable	0.95
inégalables	0.27
inégale	1.69
inégale	0.07
inégalement	1.01
inégales	1.76
inégalité	1.35
inégalités	0.27
inégalé	0.07
inégalé	0.2
inégalée	0.27
inégalée	0.27
inégalées	0.07
inégaux	1.82
inéligibilité	0.0
inéligible	0.07
inéluctabilité	0.14
inéluctable	5.34
inéluctablement	1.01
inéluctables	0.41
inélégamment	0.07
inélégance	0.0
inélégant	0.07
inélégantes	0.07
inénarrable	0.47
inénarrables	0.47
inépuisable	7.57
inépuisablement	0.74
inépuisables	1.96
inépuisées	0.14
inéquitable	0.0
inévaluable	0.07
inévitabilité	0.0
inévitable	13.38
inévitablement	3.51
inévitables	3.11
iode	3.58
iodle	0.0
iodler	0.0
iodoforme	0.07
iodure	0.0
iodé	0.07
iodée	0.14
iodée	0.14
ion	0.07
ionien	0.07
ionienne	0.07
ioniennes	0.27
ioniens	0.07
ionique	0.07
ioniques	0.0
ionisant	0.0
ionisante	0.0
ionisation	0.14
ioniser	0.0
ionisez	0.0
ionisé	0.0
ionisé	0.07
ionisée	0.0
ionosphère	0.07
ions	0.07
iota	0.34
ipomée	0.07
ippon	0.0
ipse	0.14
ipso facto	0.61
ipéca	0.14
ipécas	0.07
ira	28.31
ira	0.0
irai	27.7
iraient	5.47
irais	11.96
irait	26.01
irakien	0.07
irakien	0.0
irakienne	0.27
irakiens	0.0
irakiens	0.07
iranien	0.07
iranien	0.14
iranienne	0.07
iranienne	0.2
iraniennes	0.14
iraniennes	0.0
iraniens	0.14
iraniens	0.14
iraquien	0.0
iraquien	0.0
iraquienne	0.0
iraquiens	0.0
iraquiens	0.0
iras	6.76
irascible	1.28
irascibles	0.27
ire	0.74
ires	0.07
irez	5.41
iridescence	0.0
iridescent	0.0
iridescentes	0.07
iridium	0.34
iridologie	0.0
iriez	1.08
irions	2.91
iris	6.42
irisaient	0.14
irisait	0.2
irisant	0.07
irisation	0.47
irisations	0.34
irise	0.14
irisent	0.14
iriser	0.07
iriserait	0.07
irish coffee	0.14
irisé	0.2
irisé	0.41
irisée	0.2
irisée	0.61
irisées	0.41
irisées	0.54
irisés	0.41
irisés	0.41
irlandais	2.43
irlandais	1.49
irlandaise	1.08
irlandaise	0.2
irlandaises	0.27
irlandaises	0.07
ironie	23.78
ironies	0.41
ironique	13.72
ironiquement	2.77
ironiques	2.57
ironisa	1.01
ironisai	0.07
ironisais	0.14
ironisait	0.14
ironise	0.34
ironisent	0.07
ironiser	0.47
ironisme	0.07
ironiste	0.14
ironisé	0.27
irons	9.32
iront	4.73
iroquois	0.27
iroquois	0.0
iroquoise	0.0
irradia	0.14
irradiaient	0.2
irradiait	1.28
irradiant	0.2
irradiant	0.74
irradiante	0.34
irradiantes	0.0
irradiation	0.2
irradiations	0.14
irradie	0.88
irradier	0.68
irradiera	0.0
irradiez	0.07
irradié	0.27
irradiée	0.07
irradiées	0.0
irradiés	0.0
irraisonnable	0.07
irraisonné	0.27
irraisonnée	1.15
irraisonnés	0.07
irrationalité	0.07
irrationnel	0.81
irrationnelle	0.14
irrationnellement	0.07
irrationnelles	0.14
irrationnels	0.07
irrattrapable	0.14
irrattrapables	0.14
irrecevabilité	0.14
irrecevable	0.14
irrecevables	0.0
irremplaçable	4.26
irremplaçables	0.88
irreprésentable	0.07
irrespect	0.68
irrespectueuse	0.27
irrespectueusement	0.07
irrespectueuses	0.07
irrespectueux	0.68
irrespirable	2.43
irrespirables	0.14
irresponsabilité	1.49
irresponsable	2.09
irresponsables	0.61
irrigateur	0.0
irrigateurs	0.07
irrigation	1.55
irriguaient	0.14
irriguait	0.34
irriguant	0.14
irrigue	0.2
irriguent	0.07
irriguer	0.47
irriguera	0.0
irrigueraient	0.07
irriguerait	0.2
irriguons	0.07
irrigué	0.41
irriguée	0.47
irriguées	0.07
irrigués	0.2
irrita	1.35
irritabilité	0.07
irritable	1.22
irritables	0.34
irritai	0.2
irritaient	0.68
irritais	0.81
irritait	5.68
irritant	1.89
irritant	0.07
irritant	0.27
irritante	1.42
irritantes	0.47
irritants	0.47
irritants	0.0
irritation	9.19
irritations	0.2
irrite	3.18
irritent	0.68
irriter	2.36
irritera	0.0
irriterait	0.2
irriterons	0.0
irritez	0.07
irritons	0.07
irritât	0.14
irritèrent	0.14
irrité	5.0
irritée	3.24
irritées	0.41
irrités	0.47
irroration	0.07
irruption	11.35
irruptions	0.34
irréalisable	0.88
irréalisables	0.2
irréalisait	0.07
irréalise	0.07
irréalisme	0.07
irréaliste	0.14
irréalistes	0.0
irréalisé	0.07
irréalisés	0.07
irréalité	3.51
irréconciliable	0.14
irréconciliables	0.07
irrécupérable	1.42
irrécupérables	0.61
irrécusable	0.81
irrécusables	0.2
irréductible	1.49
irréductiblement	0.14
irréductibles	1.15
irréel	5.27
irréel	0.54
irréelle	4.53
irréellement	0.2
irréelles	1.15
irréels	1.49
irréfléchi	0.14
irréfléchie	0.41
irréfléchis	0.0
irréfragable	0.2
irréfutable	2.09
irréfutablement	0.2
irréfutables	0.68
irrégularité	0.74
irrégularités	0.81
irrégulier	1.82
irrégulier	0.2
irréguliers	2.09
irréguliers	0.34
irrégulière	2.16
irrégulière	0.0
irrégulièrement	1.76
irrégulières	1.55
irréligieuse	0.0
irréligieux	0.07
irréligiosité	0.07
irrémissible	0.27
irrémédiable	5.07
irrémédiablement	4.19
irrémédiables	0.27
irréparable	3.58
irréparablement	0.14
irréparables	0.81
irrépressible	3.24
irrépressibles	0.74
irréprochable	3.38
irréprochablement	0.2
irréprochables	1.08
irrésistible	13.78
irrésistiblement	4.66
irrésistibles	1.55
irrésolu	0.47
irrésolue	0.0
irrésolues	0.07
irrésolus	0.14
irrésolution	0.2
irrétrécissable	0.0
irréversibilité	0.27
irréversible	1.96
irréversiblement	0.34
irréversibles	0.47
irrévocabilité	0.0
irrévocable	0.68
irrévocablement	0.47
irrévocables	0.14
irrévérence	0.2
irrévérencieuse	0.07
irrévérencieusement	0.14
irrévérencieuses	0.14
irrévérencieux	0.07
isabelle	0.47
isabelle	0.0
isard	0.34
isards	0.2
isatis	0.07
isba	4.05
isbas	1.28
ischion	0.14
ischémie	0.0
ischémique	0.0
islam	2.3
islamique	0.47
islamiques	0.07
islamisants	0.07
islamiser	0.0
islamisme	0.07
islamiste	0.0
islamistes	0.0
islamistes	0.14
islamisée	0.07
islamisées	0.07
islandais	0.34
islandais	0.14
islandaise	0.47
ismaélien	0.0
ismaéliens	0.07
ismaélite	0.0
ismaïliens	0.07
isme	0.0
isochronisme	0.0
isocèle	0.14
isola	1.28
isolables	0.07
isolai	0.14
isolaient	0.47
isolais	0.14
isolait	2.57
isolant	0.07
isolant	0.14
isolant	0.95
isolante	0.07
isolateur	0.07
isolateur	0.07
isolateurs	0.0
isolateurs	0.07
isolation	0.2
isolationnisme	0.2
isolationniste	0.07
isolations	0.14
isole	1.96
isolement	7.91
isolements	0.07
isolent	0.47
isoler	5.74
isolera	0.0
isoleraient	0.14
isolerait	0.27
isoleront	0.0
isolez	0.0
isoliez	0.07
isolions	0.0
isoloir	0.14
isoloirs	0.0
isolèrent	0.2
isolé	3.24
isolé	4.46
isolé	1.01
isolée	3.11
isolée	4.12
isolées	1.01
isolées	1.55
isolément	1.28
isolés	1.69
isolés	4.66
isolés	2.03
isomère	0.0
isométrique	0.0
isoniazide	0.0
isorel	0.14
isotherme	0.0
isothermique	0.0
isotonique	0.0
isotope	0.0
isotopes	0.0
isotopique	0.0
israélien	0.47
israélien	0.07
israélienne	0.07
israélienne	0.27
israéliennes	0.0
israéliennes	0.0
israéliens	0.0
israéliens	0.74
israélite	0.41
israélite	0.14
israélites	0.41
israélites	0.54
israélo-arabe	0.0
israélo-syrienne	0.0
issu	3.58
issue	2.03
issue	19.26
issues	0.74
issues	3.45
issus	2.16
isthme	0.54
isthmes	0.07
isthmique	0.0
italianisme	0.14
italiano	0.07
italien	13.51
italien	13.45
italienne	11.62
italienne	3.99
italiennes	4.05
italiennes	0.41
italiens	6.55
italiens	9.73
italique	0.07
italiques	0.61
italo-allemande	0.07
italo-allemandes	0.14
italo-américain	0.0
italo-américaine	0.0
italo-brésilien	0.07
italo-français	0.07
italo-françaises	0.07
italo-irlandais	0.0
italo-polonais	0.07
italo-égyptien	0.07
ite missa est	0.14
item	0.0
item	1.49
ithos	0.07
ithyphallique	0.14
itinéraire	8.45
itinéraires	2.03
itinérant	0.2
itinérant	0.0
itinérante	0.27
itinérantes	0.07
itinérants	0.2
itinérants	0.0
itou	1.82
iules	0.07
ive	0.68
ives	0.0
ivoire	2.16
ivoire	7.84
ivoires	0.54
ivoirien	0.14
ivoirienne	0.07
ivoirin	0.68
ivoirine	0.27
ivoirines	0.14
ivoirins	0.07
ivraie	0.68
ivre	21.76
ivres	5.95
ivresse	17.5
ivresses	0.61
ivrognait	0.07
ivrognasse	0.07
ivrogne	1.49
ivrogne	8.72
ivrogner	0.07
ivrognerie	0.88
ivrognes	0.47
ivrognes	5.2
ivrognesse	0.07
ixe	0.34
ixième	0.07
j	2.91
j	0.88
jabadao	0.2
jabot	1.89
jaboter	0.07
jabots	0.27
jacarandas	0.2
jacassaient	0.47
jacassais	0.0
jacassait	0.2
jacassant	0.14
jacassant	0.41
jacassante	0.14
jacassantes	0.27
jacassants	0.07
jacasse	0.14
jacasse	0.2
jacassement	0.47
jacassements	0.34
jacassent	0.07
jacasser	0.61
jacasseraient	0.07
jacasserie	0.07
jacasseries	0.27
jacasses	0.07
jacasses	0.0
jacasseur	0.0
jacasseurs	0.07
jacasseuse	0.0
jacassez	0.0
jacassiers	0.07
jacassiez	0.07
jacassière	0.14
jacassé	0.0
jachère	0.74
jachères	0.14
jacinthe	0.54
jacinthes	0.74
jack	0.07
jacket	0.07
jackets	0.07
jackpot	0.27
jacks	0.0
jacob	0.2
jacobin	0.0
jacobin	0.07
jacobine	0.14
jacobins	0.0
jacobins	0.27
jacobite	0.2
jacobite	0.0
jacobites	0.0
jacobites	0.14
jacobées	0.07
jacot	0.41
jacquard	1.28
jacqueline	0.07
jacqueline	0.0
jacquemart	0.07
jacquemarts	0.14
jacqueries	0.14
jacques	4.73
jacquet	2.57
jacquier	0.68
jacquot	0.0
jactais	0.07
jactait	1.01
jactance	3.85
jactancier	0.07
jactant	0.14
jacte	2.57
jactent	0.34
jacter	3.92
jacteraient	0.07
jacterais	0.0
jactes	0.2
jacteur	0.07
jacteur	0.14
jactez	0.14
jactions	0.07
jacté	1.01
jaculatoire	0.07
jacuzzi	0.07
jacuzzis	0.07
jade	1.28
jade	3.38
jades	0.14
jadis	2.09
jadis	52.3
jaffa	0.0
jaffas	0.0
jaffe	0.74
jaffer	0.2
jaguar	0.41
jaguarondi	0.0
jaguars	0.2
jailli	5.47
jaillie	1.01
jaillies	0.68
jaillir	9.73
jaillira	0.27
jailliraient	0.07
jaillirait	0.27
jaillirent	1.42
jailliront	0.07
jaillis	1.28
jaillissaient	2.57
jaillissait	3.85
jaillissant	2.03
jaillissant	0.74
jaillissante	0.74
jaillissantes	0.14
jaillissants	0.07
jaillisse	0.41
jaillissement	1.49
jaillissements	0.34
jaillissent	3.99
jaillit	10.07
jaillît	0.07
jais	6.82
jaja	0.61
jalmince	0.95
jalminces	0.27
jalon	1.08
jalonnaient	1.08
jalonnais	0.07
jalonnait	0.2
jalonnant	0.27
jalonne	0.07
jalonnent	1.28
jalonner	0.2
jalonné	0.61
jalonné	0.14
jalonnée	0.95
jalonnée	0.2
jalonnés	0.27
jalons	1.62
jalousaient	0.2
jalousais	0.27
jalousait	0.54
jalousant	0.07
jalouse	7.84
jalouse	1.42
jalousement	2.5
jalousent	0.2
jalouser	0.2
jalouserais	0.0
jalouses	1.22
jalouses	0.2
jalousie	22.09
jalousies	3.11
jalousé	0.14
jalousée	0.07
jaloux	15.14
jaloux	3.45
jam	0.07
jam-session	0.0
jam-sessions	0.0
jamais	1122.97
jamais-vu	0.07
jamaïcain	0.2
jamaïcain	0.0
jamaïcaine	0.0
jamaïcaine	0.0
jamaïcains	0.0
jamaïcains	0.0
jamaïquain	0.0
jamaïquain	0.0
jamaïquains	0.07
jamaïquains	0.0
jambage	0.2
jambages	0.88
jambart	0.07
jambe	49.93
jambes	171.01
jambier	0.0
jambière	0.0
jambières	0.14
jambières	0.61
jambon	11.01
jambonneau	0.68
jambonneaux	0.34
jambons	2.23
jamboree	0.07
janissaire	0.68
janissaires	5.74
jans	0.61
jansénisme	0.54
janséniste	0.88
janséniste	0.47
jansénistes	0.07
jansénistes	0.27
jante	0.47
jantes	0.2
janvier	30.61
jap	0.14
japon	0.2
japonais	9.19
japonais	11.49
japonaise	3.99
japonaise	0.88
japonaiserie	0.07
japonaises	1.49
japonaises	0.27
japonerie	0.07
japoneries	0.07
japonisants	0.07
japoniser	0.0
japons	0.07
jappa	0.2
jappaient	0.07
jappait	0.34
jappant	0.34
jappe	0.61
jappement	0.88
jappements	1.15
jappent	0.14
japper	0.61
jappeur	0.07
jappèrent	0.07
jappé	0.27
japs	0.07
jaquelin	0.2
jaquemart	0.0
jaquemarts	0.07
jaquet	0.14
jaquette	2.57
jaquettes	0.34
jar	0.07
jardin	148.72
jardinage	2.03
jardinait	0.14
jardinant	0.07
jardine	0.07
jardinent	0.07
jardiner	0.27
jardinerai	0.0
jardineras	0.07
jardinerie	0.07
jardinet	3.65
jardinets	2.97
jardinier	6.22
jardiniers	4.05
jardinière	1.55
jardinières	0.27
jardins	37.09
jardiné	0.0
jargon	4.26
jargonnant	0.14
jargonne	0.14
jargonnent	0.07
jargonner	0.07
jargonné	0.07
jargons	0.07
jarnicoton	0.07
jarre	1.49
jarres	2.43
jarret	1.28
jarretelle	0.47
jarretelles	1.35
jarretière	0.27
jarretières	0.2
jarrets	2.64
jars	0.74
jas	0.07
jasaient	0.07
jasait	0.2
jase	0.41
jasent	0.0
jaser	0.81
jaserait	0.0
jases	0.07
jaseur	0.2
jasmin	4.19
jasmins	0.95
jaspaient	0.07
jaspe	0.27
jasper	0.0
jaspin	0.07
jaspinaient	0.07
jaspinais	0.07
jaspinait	0.14
jaspine	0.61
jaspinent	0.07
jaspiner	0.07
jaspiné	0.07
jaspé	0.07
jaspées	0.07
jaspés	0.07
jasé	0.07
jatte	0.41
jattes	0.41
jauge	0.47
jauge	0.88
jaugea	0.68
jaugeait	1.01
jaugeant	0.34
jaugent	0.14
jauger	0.88
jauges	0.07
jauges	0.0
jaugez	0.0
jaugé	0.41
jaugée	0.27
jaugés	0.07
jaunasse	0.14
jaunasses	0.2
jaune	75.81
jaune	19.66
jaune-vert	0.2
jaunes	34.05
jaunes	2.91
jaunets	0.2
jauni	2.09
jauni	1.55
jaunie	1.89
jaunie	1.62
jaunies	1.96
jaunies	1.01
jaunir	0.68
jaunira	0.07
jauniront	0.07
jaunis	2.43
jaunis	0.74
jaunissaient	0.47
jaunissait	1.08
jaunissant	0.07
jaunissant	0.0
jaunissante	0.14
jaunissantes	0.41
jaunissants	0.14
jaunisse	0.14
jaunisse	0.34
jaunissement	0.07
jaunissent	0.27
jaunisses	0.07
jaunit	0.54
jaunâtre	7.5
jaunâtres	2.43
java	1.89
javanais	0.2
javanais	0.27
javanaise	0.0
javanaises	0.07
javas	0.41
javel	3.45
javeline	0.07
javelle	0.0
javelles	0.34
javellise	0.07
javelliser	0.0
javellisé	0.07
javellisée	0.14
javellisées	0.07
javelot	0.95
javelots	0.41
javotte	0.07
jazz	8.11
jazz-band	0.2
jazz-rock	0.07
